Game ID,Home Team,Away Team,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Player ID
,,,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,
202411160NOP,NOP,LAL,Gabe Vincent,21:38,0,2,.000,0,2,.000,0,0,,1,1,2,2,0,0,0,1,0,0.6,-9,russeda01
202411160NOP,NOP,LAL,D'Angelo Russell,20:52,2,5,.400,1,3,.333,2,2,1.000,0,1,1,5,1,0,3,3,7,4.9,+9,kolokch01
202411160NOP,NOP,LAL,Christian Koloko,10:46,3,4,.750,0,1,.000,0,0,,4,2,6,1,1,1,0,1,6,9.8,+3,armeltr01
202411160NOP,NOP,LAL,Armel TraorÃ©,4:28,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,1,0,-0.8,-2,jamesbr02
202411160NOP,NOP,LAL,Bronny James,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,lewisma05
202411160NOP,NOP,LAL,Maxwell Lewis,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,reddica01
202411160NOP,NOP,LAL,Cam Reddish,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,
202411160NOP,NOP,LAL,Brandon Ingram,37:38,11,23,.478,3,5,.600,7,9,.778,1,3,4,8,3,1,7,3,32,22.2,0,ingrabr01
202411160NOP,NOP,LAL,Brandon Boston Jr.,35:39,4,12,.333,2,6,.333,2,2,1.000,1,7,8,5,1,0,3,3,12,8.3,+3,bostobr01
202411160NOP,NOP,LAL,Jeremiah Robinson-Earl,32:46,4,9,.444,2,6,.333,0,0,,4,5,9,1,0,0,1,3,10,8.1,-7,robinje02
202411160NOP,NOP,LAL,Javonte Green,30:30,2,4,.500,1,2,.500,2,2,1.000,2,4,6,2,0,1,1,0,7,8.7,-1,greenja02
202411160NOP,NOP,LAL,Yves Missi,28:40,3,5,.600,0,0,,2,4,.500,4,3,7,3,2,0,3,3,8,8.5,-2,missiyv01
202411160NOP,NOP,LAL,Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,nowelja01
202411160NOP,NOP,LAL,Jaylen Nowell,34:43,6,18,.333,2,7,.286,2,2,1.000,1,5,6,3,0,1,1,0,16,9.8,-7,cainja01
202411160NOP,NOP,LAL,Jamal Cain,20:44,2,8,.250,1,3,.333,1,2,.500,5,3,8,2,0,1,1,4,6,4.7,-8,jemistr01
202411160NOP,NOP,LAL,Trey Jemison,19:20,3,4,.750,0,0,,2,2,1.000,0,2,2,0,1,0,0,3,8,6.8,-3,alvarjo01
202411160NOP,NOP,LAL,Jose Alvarado,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,murphtr02
202411160NOP,NOP,LAL,Trey Murphy III,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,reevean01
202411160NOP,NOP,LAL,Antonio Reeves,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,theisda01
202411160NOP,NOP,LAL,Daniel Theis,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,
202411160DAL,DAL,SAS,Stephon Castle,27:58,4,11,.364,2,4,.500,2,2,1.000,3,1,4,3,2,0,2,1,12,10.0,-19,castlst01
202411160DAL,DAL,SAS,Zach Collins,26:15,6,13,.462,0,5,.000,8,8,1.000,2,4,6,0,1,3,2,5,20,15.0,-15,colliza01
202411160DAL,DAL,SAS,Julian Champagnie,25:22,3,10,.300,3,8,.375,4,5,.800,1,1,2,0,0,2,1,2,13,7.4,-14,champju02
202411160DAL,DAL,SAS,Chris Paul,25:04,4,9,.444,2,4,.500,1,1,1.000,1,4,5,3,2,0,2,2,11,9.5,-23,paulch01
202411160DAL,DAL,SAS,Harrison Barnes,23:40,1,6,.167,1,4,.250,1,2,.500,1,2,3,2,0,0,1,0,4,1.5,-25,barneha02
202411160DAL,DAL,SAS,Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,bassech01
202411160DAL,DAL,SAS,Charles Bassey,21:34,0,4,.000,0,0,,0,0,,2,4,6,2,1,3,1,1,0,2.9,-2,johnske04
202411160DAL,DAL,SAS,Keldon Johnson,20:33,3,11,.273,0,2,.000,2,2,1.000,1,4,5,2,4,0,0,1,8,8.4,-7,jonestr01
202411160DAL,DAL,SAS,Tre Jones,19:09,1,5,.200,1,3,.333,0,0,,0,3,3,4,0,0,1,3,3,1.4,+1,weslebl01
202411160DAL,DAL,SAS,Blake Wesley,18:29,2,5,.400,0,2,.000,2,2,1.000,1,0,1,1,0,0,1,0,6,3.7,+4,mamuksa01
202411160DAL,DAL,SAS,Sandro Mamukelashvili,17:08,3,7,.429,2,6,.333,6,6,1.000,0,6,6,2,0,1,0,0,14,14.2,+5,branhma01
202411160DAL,DAL,SAS,Malaki Branham,9:17,1,6,.167,0,2,.000,0,0,,0,2,2,2,0,0,0,1,2,-0.2,+7,cissosi01
202411160DAL,DAL,SAS,Sidy Cissoko,5:31,0,1,.000,0,0,,0,2,.000,1,1,2,0,0,0,0,1,0,-0.9,+3,
202411160DAL,DAL,SAS,Kyrie Irving,28:25,9,15,.600,2,6,.333,2,3,.667,1,7,8,6,2,0,3,2,22,19.9,+22,irvinky01
202411160DAL,DAL,SAS,Luka DonÄiÄ,28:24,6,16,.375,3,9,.333,1,3,.333,2,4,6,6,2,0,4,4,16,9.6,+15,doncilu01
202411160DAL,DAL,SAS,Dereck Lively II,20:30,3,6,.500,0,0,,1,2,.500,2,2,4,2,0,4,2,1,7,7.4,+11,livelde01
202411160DAL,DAL,SAS,Klay Thompson,18:49,4,7,.571,1,3,.333,0,0,,0,0,0,0,0,0,1,0,9,4.7,+7,thompkl01
202411160DAL,DAL,SAS,Maxi Kleber,12:27,1,2,.500,0,0,,0,0,,1,3,4,0,0,0,0,0,2,2.6,+9,klebima01
202411160DAL,DAL,SAS,Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,grimequ01
202411160DAL,DAL,SAS,Quentin Grimes,22:17,2,5,.400,0,2,.000,1,1,1.000,1,3,4,3,0,0,3,0,5,3.0,+12,washipj01
202411160DAL,DAL,SAS,P.J. Washington,19:01,0,2,.000,0,1,.000,0,0,,0,4,4,2,2,0,0,0,0,3.2,+9,hardyja02
202411160DAL,DAL,SAS,Jaden Hardy,18:30,4,9,.444,2,5,.400,2,2,1.000,0,3,3,1,0,0,0,3,12,7.7,+5,marshna01
202411160DAL,DAL,SAS,Naji Marshall,18:17,2,9,.222,0,2,.000,2,2,1.000,1,2,3,4,1,0,0,3,6,4.4,+2,gaffoda01
202411160DAL,DAL,SAS,Daniel Gafford,18:13,9,10,.900,0,0,,4,4,1.000,3,4,7,1,1,3,0,2,22,24.9,+13,poweldw01
202411160DAL,DAL,SAS,Dwight Powell,9:17,0,0,,0,0,,0,0,,0,2,2,1,1,0,0,3,0,1.1,-7,dinwisp01
202411160DAL,DAL,SAS,Spencer Dinwiddie,8:43,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-7,prospol01
202411160DAL,DAL,SAS,Olivier-Maxence Prosper,6:54,2,4,.500,0,1,.000,1,1,1.000,2,3,5,0,0,0,0,0,5,5.3,-2,willibr03
202411160DAL,DAL,SAS,Brandon Williams,5:31,1,4,.250,0,0,,0,0,,0,1,1,0,0,0,1,0,2,-1.1,-3,morrima02
202411160DAL,DAL,SAS,Markieff Morris,4:42,1,5,.200,0,2,.000,0,0,,0,2,2,0,0,0,0,0,2,-0.5,-1,
202411160SAC,SAC,UTA,Lauri Markkanen,34:47,6,8,.750,4,6,.667,9,10,.900,1,4,5,1,0,0,3,0,25,21.0,+6,markkla01
202411160SAC,SAC,UTA,John Collins,32:22,6,13,.462,0,1,.000,4,4,1.000,4,4,8,2,3,2,2,3,16,15.9,+2,collijo01
202411160SAC,SAC,UTA,Keyonte George,30:55,6,10,.600,2,4,.500,5,5,1.000,1,1,2,2,1,0,1,2,19,16.0,-5,georgke01
202411160SAC,SAC,UTA,Collin Sexton,28:55,5,12,.417,4,7,.571,4,6,.667,1,1,2,2,0,0,1,6,18,9.8,0,sextoco01
202411160SAC,SAC,UTA,Kyle Filipowski,28:17,2,5,.400,0,1,.000,5,9,.556,1,6,7,2,3,0,0,0,9,11.6,+12,filipky01
202411160SAC,SAC,UTA,Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,clarkjo01
202411160SAC,SAC,UTA,Jordan Clarkson,30:15,7,18,.389,1,5,.200,2,4,.500,0,3,3,5,3,0,3,0,17,10.8,-6,colliis01
202411160SAC,SAC,UTA,Isaiah Collier,19:16,3,3,1.000,1,1,1.000,2,2,1.000,0,2,2,1,0,0,1,2,9,7.6,-4,eubandr01
202411160SAC,SAC,UTA,Drew Eubanks,15:54,2,4,.500,0,0,,0,2,.000,3,1,4,0,1,1,0,3,4,4.1,-11,willico04
202411160SAC,SAC,UTA,Cody Williams,10:53,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,3,0,-1.2,-6,juzanjo01
202411160SAC,SAC,UTA,Johnny Juzang,8:25,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,2,1,0,-3.1,-8,mykhasv01
202411160SAC,SAC,UTA,Svi Mykhailiuk,0:01,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,
202411160SAC,SAC,UTA,Keegan Murray,39:00,2,6,.333,1,4,.250,0,0,,1,5,6,2,1,0,1,5,5,3.2,+1,murrake02
202411160SAC,SAC,UTA,De'Aaron Fox,35:44,16,30,.533,3,4,.750,14,19,.737,0,3,3,9,2,0,4,3,49,36.4,+1,foxde01
202411160SAC,SAC,UTA,Trey Lyles,34:57,6,9,.667,5,7,.714,0,0,,0,3,3,1,0,1,2,2,17,12.6,+1,lylestr01
202411160SAC,SAC,UTA,Kevin Huerter,33:45,6,14,.429,5,12,.417,1,2,.500,0,5,5,2,1,0,3,4,18,9.5,0,huertke01
202411160SAC,SAC,UTA,Doug McDermott,18:54,2,7,.286,2,6,.333,0,0,,0,1,1,0,1,0,0,3,6,2.0,-3,mcderdo01
202411160SAC,SAC,UTA,Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,mclaujo01
202411160SAC,SAC,UTA,Jordan McLaughlin,21:48,2,5,.400,2,4,.500,0,0,,0,3,3,5,1,0,1,2,6,6.9,+12,lenal01
202411160SAC,SAC,UTA,Alex Len,12:54,4,5,.800,0,0,,0,0,,4,1,5,2,0,1,0,2,8,10.5,+4,robinor01
202411160SAC,SAC,UTA,Orlando Robinson,12:14,2,2,1.000,1,1,1.000,1,2,.500,2,1,3,0,0,0,1,2,6,4.9,+2,jonesis01
202411160SAC,SAC,UTA,Isaac Jones,12:02,2,2,1.000,0,0,,2,2,1.000,1,1,2,0,0,1,0,4,6,5.5,-2,elliske01
202411160SAC,SAC,UTA,Keon Ellis,10:23,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,2,2,0,-3.5,+5,jonesma05
202411160SAC,SAC,UTA,Mason Jones,8:19,0,2,.000,0,2,.000,0,0,,1,3,4,3,0,0,0,0,0,2.3,-1,jonesco02
202411160SAC,SAC,UTA,Colby Jones,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,
