Player,PlayerID,Age,TeamID,GP,PTS,REB,AST,STL,BLK,TOV,PF,OffREB,DefREB,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,2P,2PA,2P%,PTS_GP,REB_GP,AST_GP,STL_GP,BLK_GP,MP_GP
Seth Curry,curryse01,34,CHO,20,84,26,8,9,3,6,20,9,17,250,31,71,43.7,15,37,40.5,7,9,77.8,16,34,47.1,4.2,1.3,0.4,0.45,0.15,12.5
Kristaps Porzingis,porzikr01,29,BOS,4,84,31,7,4,4,3,8,6,25,109,28,57,49.1,9,25,36,19,23,82.6,19,32,59.4,21,7.75,1.75,1,1,27.25
Reed Sheppard,sheppre01,20,HOU,22,84,22,30,12,6,14,21,7,15,257,33,89,37.1,16,48,33.3,2,2,100,17,41,41.5,3.818181818,1,1.363636364,0.545454545,0.272727273,11.68181818
Jett Howard,howarje01,21,ORL,22,83,28,9,3,6,7,19,10,18,225,30,82,36.6,21,65,32.3,2,2,100,9,17,52.9,3.772727273,1.272727273,0.409090909,0.136363636,0.272727273,10.22727273
Kris Murray,murrakr01,24,POR,19,81,44,12,9,3,12,19,20,24,245,32,70,45.7,10,32,31.3,7,19,36.8,22,38,57.9,4.263157895,2.315789474,0.631578947,0.473684211,0.157894737,12.89473684
Isaiah Hartenstein,harteis01,26,OKC,6,80,74,25,4,9,13,21,16,58,180,35,61,57.4,0,2,0,10,16,62.5,35,59,59.3,13.33333333,12.33333333,4.166666667,0.666666667,1.5,30
Kyle Lowry,lowryky01,38,PHI,14,80,32,44,16,5,11,27,6,26,327,24,64,37.5,17,49,34.7,15,19,78.9,7,15,46.7,5.714285714,2.285714286,3.142857143,1.142857143,0.357142857,23.35714286
Joel Embiid,embiijo01,30,PHI,4,79,30,14,2,4,13,11,5,25,125,22,58,37.9,3,18,16.7,32,32,100,19,40,47.5,19.75,7.5,3.5,0.5,1,31.25
Eric Gordon,gordoer01,36,PHI,16,77,15,21,10,5,13,13,3,12,264,25,77,32.5,10,42,23.8,17,22,77.3,15,35,42.9,4.8125,0.9375,1.3125,0.625,0.3125,16.5
Luke Kornet,kornelu01,29,BOS,17,77,74,27,10,21,7,24,31,43,298,30,47,63.8,0,0,0,17,19,89.5,30,47,63.8,4.529411765,4.352941176,1.588235294,0.588235294,1.235294118,17.52941176
Gabe Vincent,vincega01,28,LAL,22,77,24,15,16,1,9,36,6,18,395,30,88,34.1,13,55,23.6,4,8,50,17,33,51.5,3.5,1.090909091,0.681818182,0.727272727,0.045454545,17.95454545
Ricky Council IV,councri01,23,PHI,17,75,26,14,3,3,4,12,5,21,200,25,61,41,7,27,25.9,18,21,85.7,18,34,52.9,4.411764706,1.529411765,0.823529412,0.176470588,0.176470588,11.76470588
Monte Morris,morrimo01,29,PHO,15,75,18,23,7,3,5,6,3,15,166,26,56,46.4,11,26,42.3,12,14,85.7,15,30,50,5,1.2,1.533333333,0.466666667,0.2,11.06666667
David Roddy,roddyda01,23,ATL,13,75,39,19,6,2,13,11,4,35,200,27,47,57.4,10,23,43.5,11,13,84.6,17,24,70.8,5.769230769,3,1.461538462,0.461538462,0.153846154,15.38461538
Ben Sheppard,sheppbe01,23,IND,13,75,29,17,5,4,5,33,5,24,272,28,66,42.4,19,47,40.4,0,0,0,9,19,47.4,5.769230769,2.230769231,1.307692308,0.384615385,0.307692308,20.92307692
Pat Connaughton,connapa01,32,MIL,15,74,45,26,3,5,11,19,8,37,255,26,70,37.1,13,44,29.5,9,12,75,13,26,50,4.933333333,3,1.733333333,0.2,0.333333333,17
Blake Wesley,weslebl01,21,SAS,17,74,15,27,8,1,18,10,5,10,200,29,66,43.9,4,20,20,12,17,70.6,25,46,54.3,4.352941176,0.882352941,1.588235294,0.470588235,0.058823529,11.76470588
Drew Eubanks,eubandr01,27,UTA,18,73,70,22,4,11,16,22,22,48,244,30,54,55.6,1,3,33.3,12,21,57.1,29,51,56.9,4.055555556,3.888888889,1.222222222,0.222222222,0.611111111,13.55555556
Sandro Mamukelashvili,mamuksa01,25,SAS,15,73,43,5,3,5,9,9,8,35,137,26,46,56.5,14,31,45.2,7,7,100,12,15,80,4.866666667,2.866666667,0.333333333,0.2,0.333333333,9.133333333
Larry Nance Jr.,nancela02,32,ATL,9,71,22,11,7,3,4,11,10,12,140,28,43,65.1,14,22,63.6,1,2,50,14,21,66.7,7.888888889,2.444444444,1.222222222,0.777777778,0.333333333,15.55555556
Andrew Nembhard,nembhan01,25,IND,9,71,16,41,9,0,12,19,1,15,220,27,68,39.7,5,19,26.3,12,14,85.7,22,49,44.9,7.888888889,1.777777778,4.555555556,1,0,24.44444444
Dean Wade,wadede01,28,CLE,14,71,60,21,14,5,4,23,8,52,304,24,66,36.4,18,56,32.1,5,14,35.7,6,10,60,5.071428571,4.285714286,1.5,1,0.357142857,21.71428571
Jaxson Hayes,hayesja02,24,LAL,11,70,50,9,4,9,8,28,21,29,192,26,36,72.2,0,0,0,18,23,78.3,26,36,72.2,6.363636364,4.545454545,0.818181818,0.363636364,0.818181818,17.45454545
Oso Ighodaro,ighodos01,22,PHO,15,70,61,13,7,6,10,27,16,45,256,30,48,62.5,0,0,0,10,13,76.9,30,48,62.5,4.666666667,4.066666667,0.866666667,0.466666667,0.4,17.06666667
Andre Jackson Jr.,jacksan01,23,MIL,20,70,64,27,14,6,29,50,15,49,365,27,70,38.6,12,35,34.3,4,8,50,15,35,42.9,3.5,3.2,1.35,0.7,0.3,18.25
Gary Harris,harriga01,30,ORL,17,69,23,7,9,5,7,13,9,14,282,24,60,40,17,46,37,4,6,66.7,7,14,50,4.058823529,1.352941176,0.411764706,0.529411765,0.294117647,16.58823529
Kevin Love,loveke01,36,MIA,10,69,54,14,13,2,7,10,12,42,125,24,64,37.5,15,38,39.5,6,9,66.7,9,26,34.6,6.9,5.4,1.4,1.3,0.2,12.5
Rayan Rupert,ruperra01,20,POR,19,69,31,8,7,2,11,15,16,15,205,26,60,43.3,9,27,33.3,8,12,66.7,17,33,51.5,3.631578947,1.631578947,0.421052632,0.368421053,0.105263158,10.78947368
Jaylen Nowell,nowelja01,25,NOP,8,67,20,18,1,4,8,9,6,14,168,26,73,35.6,8,27,29.6,7,11,63.6,18,46,39.1,8.375,2.5,2.25,0.125,0.5,21
Robert Williams,williro04,27,POR,7,67,42,10,8,13,7,7,15,27,131,27,38,71.1,1,2,50,12,13,92.3,26,36,72.2,9.571428571,6,1.428571429,1.142857143,1.857142857,18.71428571
Jared Butler,butleja02,24,WAS,14,66,8,30,6,2,7,14,2,6,118,25,52,48.1,1,8,12.5,15,21,71.4,24,44,54.5,4.714285714,0.571428571,2.142857143,0.428571429,0.142857143,8.428571429
Jamal Cain,cainja01,25,NOP,13,66,36,9,7,6,7,18,11,25,191,24,50,48,9,25,36,9,14,64.3,15,25,60,5.076923077,2.769230769,0.692307692,0.538461538,0.461538462,14.69230769
Dejounte Murray,murrade01,28,NOP,5,66,31,33,12,2,18,11,2,29,156,22,81,27.2,6,28,21.4,16,18,88.9,16,53,30.2,13.2,6.2,6.6,2.4,0.4,31.2
Alex Caruso,carusal01,30,OKC,13,65,38,28,24,9,9,34,9,29,256,26,73,35.6,8,39,20.5,5,7,71.4,18,34,52.9,5,2.923076923,2.153846154,1.846153846,0.692307692,19.69230769
Moussa Diabate,diabamo01,23,CHO,21,65,168,16,15,20,20,37,78,90,423,30,55,54.5,0,0,0,5,15,33.3,30,55,54.5,3.095238095,8,0.761904762,0.714285714,0.952380952,20.14285714
Tyrese Martin,martity01,25,BRK,9,65,20,10,3,2,4,12,4,16,132,22,44,50,17,33,51.5,4,5,80,5,11,45.5,7.222222222,2.222222222,1.111111111,0.333333333,0.222222222,14.66666667
Antonio Reeves,reevean01,24,NOP,12,64,16,5,4,0,4,6,4,12,130,25,61,41,8,30,26.7,6,7,85.7,17,31,54.8,5.333333333,1.333333333,0.416666667,0.333333333,0,10.83333333
Alec Burks,burksal01,33,MIA,12,63,23,16,6,3,2,5,4,19,181,21,46,45.7,15,32,46.9,6,8,75,6,14,42.9,5.25,1.916666667,1.333333333,0.5,0.25,15.08333333
De'Anthony Melton,meltode01,26,GSW,6,62,20,17,7,2,10,18,6,14,121,22,54,40.7,13,35,37.1,5,8,62.5,9,19,47.4,10.33333333,3.333333333,2.833333333,1.166666667,0.333333333,20.16666667
Daniel Theis,theisda01,32,NOP,17,60,58,21,5,11,11,26,12,46,243,24,56,42.9,4,18,22.2,8,10,80,20,38,52.6,3.529411765,3.411764706,1.235294118,0.294117647,0.647058824,14.29411765
Ousmane Dieng,diengou01,21,OKC,16,56,42,13,11,4,4,18,9,33,186,20,59,33.9,9,36,25,7,11,63.6,11,23,47.8,3.5,2.625,0.8125,0.6875,0.25,11.625
Keaton Wallace,wallake01,25,ATL,12,56,18,22,10,6,12,13,2,16,194,22,55,40,8,26,30.8,4,4,100,14,29,48.3,4.666666667,1.5,1.833333333,0.833333333,0.5,16.16666667
Bones Hyland,hylanbo01,24,LAC,9,55,10,6,6,2,10,9,2,8,76,16,46,34.8,13,31,41.9,10,12,83.3,3,15,20,6.111111111,1.111111111,0.666666667,0.666666667,0.222222222,8.444444444
Isaac Jones,jonesis01,24,SAC,12,55,20,2,1,5,7,17,7,13,113,24,34,70.6,0,2,0,7,13,53.8,24,32,75,4.583333333,1.666666667,0.166666667,0.083333333,0.416666667,9.416666667
Jock Landale,landajo01,29,HOU,14,55,46,14,3,6,7,14,20,26,156,21,47,44.7,3,6,50,10,19,52.6,18,41,43.9,3.928571429,3.285714286,1,0.214285714,0.428571429,11.14285714
Vasilije Micic,micicva01,31,CHO,10,55,29,22,5,0,17,12,8,21,179,20,65,30.8,9,28,32.1,6,8,75,11,37,29.7,5.5,2.9,2.2,0.5,0,17.9
Aaron Nesmith,nesmiaa01,25,IND,6,55,24,6,4,2,5,24,4,20,136,19,36,52.8,6,11,54.5,11,13,84.6,13,25,52,9.166666667,4,1,0.666666667,0.333333333,22.66666667
Kenrich Williams,willike04,30,OKC,11,55,31,10,5,4,2,19,7,24,143,21,43,48.8,7,24,29.2,6,6,100,14,19,73.7,5,2.818181818,0.909090909,0.454545455,0.363636364,13
Paul Reed,reedpa01,25,DET,11,54,23,5,8,5,9,19,7,16,110,19,33,57.6,4,9,44.4,12,15,80,15,24,62.5,4.909090909,2.090909091,0.454545455,0.727272727,0.454545455,10
Cam Reddish,reddica01,25,LAL,15,53,34,9,15,5,7,25,6,28,293,18,37,48.6,9,20,45,8,12,66.7,9,17,52.9,3.533333333,2.266666667,0.6,1,0.333333333,19.53333333
Bruno Fernando,fernabr01,26,TOR,14,52,43,17,2,7,11,24,21,22,121,23,45,51.1,0,0,0,6,8,75,23,45,51.1,3.714285714,3.071428571,1.214285714,0.142857143,0.5,8.642857143
Wendell Moore Jr.,moorewe01,23,DET,11,52,36,12,7,3,8,12,9,27,164,19,35,54.3,3,9,33.3,11,12,91.7,16,26,61.5,4.727272727,3.272727273,1.090909091,0.636363636,0.272727273,14.90909091
Jabari Walker,walkeja01,22,POR,17,52,52,11,5,2,10,19,18,34,174,21,54,38.9,2,15,13.3,8,9,88.9,19,39,48.7,3.058823529,3.058823529,0.647058824,0.294117647,0.117647059,10.23529412
Dillon Jones,jonesdi01,23,OKC,20,50,42,15,4,1,8,19,16,26,176,19,54,35.2,7,32,21.9,5,8,62.5,12,22,54.5,2.5,2.1,0.75,0.2,0.05,8.8
Mo Bamba,bambamo01,26,LAC,10,49,39,8,7,12,7,22,7,32,136,19,43,44.2,5,20,25,6,9,66.7,14,23,60.9,4.9,3.9,0.8,0.7,1.2,13.6
Kobe Bufkin,bufkiko01,21,ATL,9,49,19,17,3,2,7,8,5,14,120,16,44,36.4,4,18,22.2,13,18,72.2,12,26,46.2,5.444444444,2.111111111,1.888888889,0.333333333,0.222222222,13.33333333
Cody Williams,willico04,20,UTA,16,49,37,19,7,5,11,20,8,29,299,18,67,26.9,7,37,18.9,6,10,60,11,30,36.7,3.0625,2.3125,1.1875,0.4375,0.3125,18.6875
Aaron Holiday,holidaa01,28,HOU,12,48,11,14,1,1,3,5,0,11,101,16,33,48.5,11,25,44,5,7,71.4,5,8,62.5,4,0.916666667,1.166666667,0.083333333,0.083333333,8.416666667
Delon Wright,wrighde01,32,MIL,18,48,33,29,13,6,8,11,11,22,287,17,53,32.1,9,32,28.1,5,10,50,8,21,38.1,2.666666667,1.833333333,1.611111111,0.722222222,0.333333333,15.94444444
Elfrid Payton,paytoel01,30,NOP,7,47,24,48,10,3,20,10,5,19,144,23,46,50,0,1,0,1,2,50,23,45,51.1,6.714285714,3.428571429,6.857142857,1.428571429,0.428571429,20.57142857
Cam Whitmore,whitmca01,20,HOU,8,47,11,4,1,1,3,9,4,7,79,18,48,37.5,1,21,4.8,10,16,62.5,17,27,63,5.875,1.375,0.5,0.125,0.125,9.875
Immanuel Quickley,quickim01,25,TOR,3,46,6,12,2,0,4,7,1,5,68,16,42,38.1,6,16,37.5,8,9,88.9,10,26,38.5,15.33333333,2,4,0.666666667,0,22.66666667
Doug McDermott,mcderdo01,33,SAC,17,45,14,3,2,1,1,15,1,13,143,15,47,31.9,12,39,30.8,3,5,60,3,8,37.5,2.647058824,0.823529412,0.176470588,0.117647059,0.058823529,8.411764706
Isaiah Collier,colliis01,20,UTA,14,44,22,43,12,2,33,24,1,21,239,17,53,32.1,3,22,13.6,7,16,43.8,14,31,45.2,3.142857143,1.571428571,3.071428571,0.857142857,0.142857143,17.07142857
Johnny Furphy,furphjo01,20,IND,13,44,20,5,4,4,8,9,9,11,131,15,39,38.5,9,23,39.1,5,5,100,6,16,37.5,3.384615385,1.538461538,0.384615385,0.307692308,0.307692308,10.07692308
Craig Porter Jr.,portecr01,24,CLE,16,44,14,22,5,6,9,7,1,13,151,18,31,58.1,5,11,45.5,3,5,60,13,20,65,2.75,0.875,1.375,0.3125,0.375,9.4375
Ja'Kobe Walter,walteja01,20,TOR,8,44,29,10,4,2,5,17,7,22,136,18,54,33.3,5,25,20,3,6,50,13,29,44.8,5.5,3.625,1.25,0.5,0.25,17
Reggie Jackson,jacksre01,34,PHI,10,43,9,21,6,3,7,8,1,8,119,16,39,41,11,25,44,0,0,0,5,14,35.7,4.3,0.9,2.1,0.6,0.3,11.9
Tyler Kolek,kolekty01,23,NYK,14,43,12,11,5,1,7,9,2,10,104,15,36,41.7,9,21,42.9,4,4,100,6,15,40,3.071428571,0.857142857,0.785714286,0.357142857,0.071428571,7.428571429
Marvin Bagley III,baglema01,25,WAS,13,42,27,3,2,1,8,2,12,15,70,17,34,50,0,5,0,8,11,72.7,17,29,58.6,3.230769231,2.076923077,0.230769231,0.153846154,0.076923077,5.384615385
Rob Dillingham,dilliro01,20,MIN,11,42,9,16,0,0,12,4,1,8,92,18,36,50,6,12,50,0,0,0,12,24,50,3.818181818,0.818181818,1.454545455,0,0,8.363636364
Jericho Sims,simsje01,26,NYK,21,42,86,14,6,9,11,32,31,55,288,19,26,73.1,0,0,0,4,7,57.1,19,26,73.1,2,4.095238095,0.666666667,0.285714286,0.428571429,13.71428571
Jordan McLaughlin,mclaujo01,28,SAC,17,40,17,16,8,0,8,10,3,14,144,12,33,36.4,6,19,31.6,10,14,71.4,6,14,42.9,2.352941176,1,0.941176471,0.470588235,0,8.470588235
Thomas Bryant,bryanth01,27,MIA,9,39,31,4,1,7,2,8,6,25,108,12,28,42.9,6,17,35.3,9,9,100,6,11,54.5,4.333333333,3.444444444,0.444444444,0.111111111,0.777777778,12
Johnny Davis,davisjo06,22,WAS,14,36,18,3,4,2,1,10,4,14,103,15,32,46.9,3,8,37.5,3,5,60,12,24,50,2.571428571,1.285714286,0.214285714,0.285714286,0.142857143,7.357142857
Charles Bassey,bassech01,24,SAS,12,35,36,5,5,12,6,12,13,23,102,15,28,53.6,0,0,0,5,8,62.5,15,28,53.6,2.916666667,3,0.416666667,0.416666667,1,8.5
Isaiah Jackson,jacksis01,23,IND,5,35,28,5,3,8,5,14,11,17,84,14,23,60.9,0,0,0,7,14,50,14,23,60.9,7,5.6,1,0.6,1.6,16.8
Anthony Gill,gillan01,32,WAS,14,34,14,5,3,1,1,3,3,11,90,12,20,60,3,7,42.9,7,14,50,9,13,69.2,2.428571429,1,0.357142857,0.214285714,0.071428571,6.428571429
Trey Jemison,jemistr01,25,NOP,13,34,37,8,6,6,10,24,16,21,145,14,28,50,0,0,0,6,13,46.2,14,28,50,2.615384615,2.846153846,0.615384615,0.461538462,0.461538462,11.15384615
Dario Saric,saricda01,30,DEN,10,34,35,11,6,0,11,14,9,26,136,12,40,30,5,19,26.3,5,6,83.3,7,21,33.3,3.4,3.5,1.1,0.6,0,13.6
Kai Jones,joneska01,24,LAC,15,33,30,5,3,9,6,14,11,19,128,13,18,72.2,0,0,0,7,10,70,13,18,72.2,2.2,2,0.333333333,0.2,0.6,8.533333333
Tre Jones,jonestr01,25,SAS,8,33,19,26,5,2,5,12,5,14,140,10,30,33.3,3,12,25,10,14,71.4,7,18,38.9,4.125,2.375,3.25,0.625,0.25,17.5
Patty Mills,millspa02,36,UTA,9,32,8,13,6,2,8,8,1,7,138,11,31,35.5,7,24,29.2,3,3,100,4,7,57.1,3.555555556,0.888888889,1.444444444,0.666666667,0.222222222,15.33333333
Josh Richardson,richajo01,31,MIA,8,32,12,12,8,1,8,17,6,6,150,11,38,28.9,6,22,27.3,4,4,100,5,16,31.3,4,1.5,1.5,1,0.125,18.75
Torrey Craig,craigto01,34,CHI,6,31,13,3,1,1,0,10,3,10,67,11,22,50,7,18,38.9,2,2,100,4,4,100,5.166666667,2.166666667,0.5,0.166666667,0.166666667,11.16666667
Taj Gibson,gibsota01,39,CHO,11,31,40,4,4,3,9,17,19,21,125,14,29,48.3,1,2,50,2,3,66.7,13,27,48.1,2.818181818,3.636363636,0.363636364,0.363636364,0.272727273,11.36363636
Ryan Rollins,rolliry01,22,MIL,11,31,11,9,7,4,7,10,3,8,72,10,25,40,6,12,50,5,6,83.3,4,13,30.8,2.818181818,1,0.818181818,0.636363636,0.363636364,6.545454545
Dwight Powell,poweldw01,33,DAL,16,30,30,10,6,8,5,25,11,19,139,8,10,80,0,0,0,14,20,70,8,10,80,1.875,1.875,0.625,0.375,0.5,8.6875
Nick Smith Jr.,smithni01,20,CHO,10,30,6,8,2,0,2,2,1,5,79,12,30,40,6,16,37.5,0,0,0,6,14,42.9,3,0.6,0.8,0.2,0,7.9
Ausar Thompson,thompau01,22,DET,5,30,15,14,2,3,8,11,6,9,76,12,29,41.4,3,9,33.3,3,7,42.9,9,20,45,6,3,2.8,0.4,0.6,15.2
Jaylon Tyson,tysonja01,22,CLE,12,30,24,11,4,0,6,17,10,14,102,12,26,46.2,3,10,30,3,6,50,9,16,56.3,2.5,2,0.916666667,0.333333333,0,8.5
Moses Brown,brownmo01,25,IND,9,29,13,0,2,1,6,6,4,9,46,13,20,65,0,0,0,3,5,60,13,20,65,3.222222222,1.444444444,0,0.222222222,0.111111111,5.111111111
Chris Duarte,duartch01,27,CHI,11,29,14,4,0,0,1,3,4,10,45,9,17,52.9,5,11,45.5,6,8,75,4,6,66.7,2.636363636,1.272727273,0.363636364,0,0,4.090909091
KJ Simpson,simpskj01,22,CHO,5,29,12,13,4,1,7,6,7,5,74,10,28,35.7,3,15,20,6,6,100,7,13,53.8,5.8,2.4,2.6,0.8,0.2,14.8
Hunter Tyson,tysonhu01,24,DEN,12,29,20,6,2,3,5,14,4,16,110,10,23,43.5,3,13,23.1,6,7,85.7,7,10,70,2.416666667,1.666666667,0.5,0.166666667,0.25,9.166666667
Christian Koloko,kolokch01,24,LAL,13,28,25,3,4,4,5,14,10,15,122,13,19,68.4,0,2,0,2,2,100,13,17,76.5,2.153846154,1.923076923,0.230769231,0.307692308,0.307692308,9.384615385
Lonzo Ball,balllo01,27,CHI,6,27,15,21,7,3,5,5,1,14,97,10,26,38.5,7,22,31.8,0,0,0,3,4,75,4.5,2.5,3.5,1.166666667,0.5,16.16666667
Herbert Jones,joneshe01,26,NOP,4,27,10,4,7,1,5,9,4,6,113,12,25,48,2,11,18.2,1,2,50,10,14,71.4,6.75,2.5,1,1.75,0.25,28.25
Vit Krejci,krejcvi01,24,ATL,9,26,10,10,4,2,5,15,3,7,98,9,22,40.9,4,11,36.4,4,7,57.1,5,11,45.5,2.888888889,1.111111111,1.111111111,0.444444444,0.222222222,10.88888889
Tristan Thompson,thomptr01,33,CLE,8,26,17,4,0,2,4,6,3,14,58,13,19,68.4,0,1,0,0,6,0,13,18,72.2,3.25,2.125,0.5,0,0.25,7.25
Patrick Baldwin Jr.,baldwpa01,22,WAS,11,25,12,1,2,2,2,4,3,9,56,9,19,47.4,5,11,45.5,2,4,50,4,8,50,2.272727273,1.090909091,0.090909091,0.181818182,0.181818182,5.090909091
John Konchar,konchjo01,28,MEM,11,25,29,9,5,5,5,9,8,21,132,8,18,44.4,6,16,37.5,3,4,75,2,2,100,2.272727273,2.636363636,0.818181818,0.454545455,0.454545455,12
Dru Smith,smithdr01,27,MIA,7,25,20,10,6,4,6,7,6,14,85,10,21,47.6,5,8,62.5,0,0,0,5,13,38.5,3.571428571,2.857142857,1.428571429,0.857142857,0.571428571,12.14285714
Steven Adams,adamsst01,31,HOU,11,24,32,11,3,1,16,14,14,18,118,8,16,50,0,0,0,8,18,44.4,8,16,50,2.181818182,2.909090909,1,0.272727273,0.090909091,10.72727273
Luka Garza,garzalu01,26,MIN,6,24,8,0,1,0,2,3,3,5,31,10,18,55.6,1,5,20,3,6,50,9,13,69.2,4,1.333333333,0,0.166666667,0,5.166666667
Maxi Kleber,klebima01,33,DAL,13,24,42,7,2,5,10,28,6,36,221,9,26,34.6,2,9,22.2,4,6,66.7,7,17,41.2,1.846153846,3.230769231,0.538461538,0.153846154,0.384615385,17
Alex Len,lenal01,31,SAC,16,24,32,11,3,11,6,14,7,25,117,11,20,55,0,4,0,2,4,50,11,16,68.8,1.5,2,0.6875,0.1875,0.6875,7.3125
Josh Minott,minotjo01,22,MIN,9,24,14,5,2,3,4,11,1,13,72,10,17,58.8,1,8,12.5,3,5,60,9,9,100,2.666666667,1.555555556,0.555555556,0.222222222,0.333333333,8
Kel'el Ware,wareke01,20,MIA,10,24,16,1,3,5,4,6,2,14,69,10,25,40,2,7,28.6,2,2,100,8,18,44.4,2.4,1.6,0.1,0.3,0.5,6.9
Adem Bona,bonaad01,21,PHI,14,21,24,0,0,6,6,15,8,16,90,8,13,61.5,0,0,0,5,6,83.3,8,13,61.5,1.5,1.714285714,0,0,0.428571429,6.428571429
DeAndre Jordan,jordade01,36,DEN,8,21,26,4,2,2,7,11,10,16,78,10,18,55.6,0,0,0,1,4,25,10,18,55.6,2.625,3.25,0.5,0.25,0.25,9.75
Jordan Walsh,walshjo01,20,BOS,16,21,17,3,4,6,4,11,5,12,141,8,26,30.8,5,20,25,0,1,0,3,6,50,1.3125,1.0625,0.1875,0.25,0.375,8.8125
Kobe Brown,brownko01,25,LAC,7,20,16,4,1,0,0,5,5,11,47,9,20,45,1,6,16.7,1,2,50,8,14,57.1,2.857142857,2.285714286,0.571428571,0.142857143,0,6.714285714
Jae Crowder,crowdja01,34,SAC,4,20,12,3,2,0,2,9,4,8,71,6,13,46.2,3,10,30,5,6,83.3,3,3,100,5,3,0.75,0.5,0,17.75
Enrique Freeman,freemen01,24,IND,14,20,11,6,2,2,4,15,3,8,106,7,17,41.2,1,5,20,5,9,55.6,6,12,50,1.428571429,0.785714286,0.428571429,0.142857143,0.142857143,7.571428571
Tyler Smith,smithty02,20,MIL,10,20,8,1,0,3,3,4,1,7,34,8,13,61.5,3,8,37.5,1,2,50,5,5,100,2,0.8,0.1,0,0.3,3.4
Pacome Dadiet,dadiepa01,19,NYK,11,19,13,5,1,2,1,5,0,13,77,6,18,33.3,5,12,41.7,2,2,100,1,6,16.7,1.727272727,1.181818182,0.454545455,0.090909091,0.181818182,7
Duop Reath,reathdu01,28,POR,12,19,8,2,0,2,1,7,5,3,58,7,21,33.3,5,16,31.3,0,0,0,2,5,40,1.583333333,0.666666667,0.166666667,0,0.166666667,4.833333333
MarJon Beauchamp,beaucma01,24,MIL,11,18,9,1,1,0,7,3,2,7,35,6,16,37.5,2,8,25,4,4,100,4,8,50,1.636363636,0.818181818,0.090909091,0.090909091,0,3.181818182
Jevon Carter,carteje01,29,CHI,10,18,7,6,3,0,4,1,1,6,52,7,22,31.8,4,15,26.7,0,0,0,3,7,42.9,1.8,0.7,0.6,0.3,0,5.2
Dariq Whitehead,whiteda01,20,BRK,3,18,3,1,2,1,3,1,0,3,26,6,11,54.5,6,10,60,0,0,0,0,1,0,6,1,0.333333333,0.666666667,0.333333333,8.666666667
Jae'Sean Tate,tateja01,29,HOU,9,18,18,4,4,0,6,8,3,15,41,7,12,58.3,0,1,0,4,7,57.1,7,11,63.6,2,2,0.444444444,0.444444444,0,4.555555556
Xavier Tillman Sr.,tillmxa01,26,BOS,15,18,32,6,4,3,5,12,7,25,141,7,27,25.9,3,15,20,1,2,50,4,12,33.3,1.2,2.133333333,0.4,0.266666667,0.2,9.4
Jeff Green,greenje02,38,HOU,7,17,4,1,2,0,2,2,0,4,40,7,13,53.8,3,8,37.5,0,0,0,4,5,80,2.428571429,0.571428571,0.142857143,0.285714286,0,5.714285714
Svi Mykhailiuk,mykhasv01,27,UTA,4,17,1,4,4,1,7,5,0,1,49,5,15,33.3,4,13,30.8,3,4,75,1,2,50,4.25,0.25,1,1,0.25,12.25
Zeke Nnaji,nnajize01,24,DEN,13,17,7,3,1,2,1,5,2,5,68,8,20,40,0,8,0,1,4,25,8,12,66.7,1.307692308,0.538461538,0.230769231,0.076923077,0.153846154,5.230769231
Jeff Dowtin,dowtije01,27,PHI,8,16,8,9,3,0,1,5,2,6,80,6,19,31.6,1,8,12.5,3,4,75,5,11,45.5,2,1,1.125,0.375,0,10
Olivier-Maxence Prosper,prospol01,22,DAL,12,16,15,1,2,0,1,6,8,7,64,7,21,33.3,0,4,0,2,3,66.7,7,17,41.2,1.333333333,1.25,0.083333333,0.166666667,0,5.333333333
Vince Williams Jr.,willivi01,24,MEM,3,16,11,9,0,2,7,9,4,7,45,7,19,36.8,1,8,12.5,1,4,25,6,11,54.5,5.333333333,3.666666667,3,0,0.666666667,15
Bol Bol,bolbo01,25,PHO,5,15,5,1,0,0,1,1,2,3,21,5,9,55.6,1,4,25,4,6,66.7,4,5,80,3,1,0.2,0,0,4.2
Adam Flagler,flaglad01,25,OKC,10,15,5,0,2,0,0,4,1,4,34,5,19,26.3,5,18,27.8,0,0,0,0,1,0,1.5,0.5,0,0.2,0,3.4
Cory Joseph,josepco01,33,ORL,13,15,9,9,2,2,2,3,3,6,46,5,15,33.3,5,12,41.7,0,0,0,0,3,0,1.153846154,0.692307692,0.692307692,0.153846154,0.153846154,3.538461538
Damion Lee,leeda03,32,PHO,4,15,5,5,2,0,3,1,0,5,37,4,14,28.6,1,9,11.1,6,6,100,3,5,60,3.75,1.25,1.25,0.5,0,9.25
E.J. Liddell,liddeej01,24,CHI,6,15,5,3,1,1,2,8,1,4,31,5,8,62.5,3,6,50,2,2,100,2,2,100,2.5,0.833333333,0.5,0.166666667,0.166666667,5.166666667
Drew Peterson,peterdr01,25,BOS,6,15,13,2,2,2,2,5,3,10,62,4,12,33.3,4,11,36.4,3,4,75,0,1,0,2.5,2.166666667,0.333333333,0.333333333,0.333333333,10.33333333
Micah Potter,pottemi01,26,UTA,3,15,21,3,1,1,4,4,9,12,60,5,12,41.7,5,10,50,0,0,0,0,2,0,5,7,1,0.333333333,0.333333333,20
Taylor Hendricks,hendrita0,21,UTA,3,14,15,2,5,4,2,8,5,10,75,4,18,22.2,3,12,25,3,4,75,1,6,16.7,4.666666667,5,0.666666667,1.666666667,1.333333333,25
