Season,GameID,Date,Game,Player,PlayerID,Team,TeamID,Is_Home,Opp,PTS,REB,AST,STL,BLK,TOV,MP,OffREB,DefREB,FG,FGA,3P,3PA,FT,FTA,PF
2023-24,202401130BOS,1/13/2024,BOS vs HOU,Cam Whitmore,whitmca01,Houston Rockets,HOU,0,BOS,22,7,0,1,1,1,27.75,1,6,7,13,2,7,6,8,2
2023-24,202401130BOS,1/13/2024,BOS vs HOU,Jabari Smith Jr.,smithja05,Houston Rockets,HOU,0,BOS,9,6,2,0,0,2,27.38333333,1,5,4,11,0,4,1,1,2
2023-24,202401130BOS,1/13/2024,BOS vs HOU,Amen Thompson,thompam01,Houston Rockets,HOU,0,BOS,10,10,3,3,0,4,24.91666667,3,7,3,10,0,0,4,4,0
2023-24,202401130BOS,1/13/2024,BOS vs HOU,Jalen Green,greenja05,Houston Rockets,HOU,0,BOS,10,3,1,0,0,1,20.25,0,3,3,9,2,5,2,2,0
2023-24,202401130BOS,1/13/2024,BOS vs HOU,Dillon Brooks,brookdi01,Houston Rockets,HOU,0,BOS,12,1,0,1,0,0,24.93333333,1,0,3,8,0,1,6,6,4
2023-24,202401130BOS,1/13/2024,BOS vs HOU,Fred VanVleet,vanvlfr01,Houston Rockets,HOU,0,BOS,5,1,7,0,1,0,22.63333333,1,0,2,6,1,3,0,0,2
2023-24,202401130BOS,1/13/2024,BOS vs HOU,Aaron Holiday,holidaa01,Houston Rockets,HOU,0,BOS,5,0,1,0,0,0,8.816666667,0,0,2,6,0,3,1,2,0
2023-24,202401130BOS,1/13/2024,BOS vs HOU,Jock Landale,landajo01,Houston Rockets,HOU,0,BOS,2,3,1,0,0,0,12,3,0,1,6,0,3,0,0,0
2023-24,202401130BOS,1/13/2024,BOS vs HOU,Jeff Green,greenje02,Houston Rockets,HOU,0,BOS,9,1,1,0,0,0,14.01666667,0,1,3,5,1,1,2,2,1
2023-24,202401130BOS,1/13/2024,BOS vs HOU,Boban Marjanovic,marjabo01,Houston Rockets,HOU,0,BOS,2,3,0,0,0,0,6.65,1,2,1,4,0,0,0,1,1
2023-24,202401130BOS,1/13/2024,BOS vs HOU,Jeenathan Williams,willije02,Houston Rockets,HOU,0,BOS,5,2,0,0,0,0,9.133333333,2,0,2,3,0,0,1,1,1
2023-24,202401130BOS,1/13/2024,BOS vs HOU,Reggie Bullock,bullore01,Houston Rockets,HOU,0,BOS,3,3,1,0,1,0,8.083333333,0,3,1,1,1,1,0,0,1
2023-24,202401130BOS,1/13/2024,BOS vs HOU,Jae'Sean Tate,tateja01,Houston Rockets,HOU,0,BOS,0,0,0,1,0,1,9.016666667,0,0,0,0,0,0,0,0,1
2023-24,202401130DAL,1/13/2024,DAL vs NOP,Kyrie Irving,irvinky01,Dallas Mavericks,DAL,1,NOP,33,5,6,1,0,1,40.31666667,0,5,12,27,5,14,4,4,2
2023-24,202401130DAL,1/13/2024,DAL vs NOP,Tim Hardaway Jr.,hardati02,Dallas Mavericks,DAL,1,NOP,24,4,0,0,0,0,39.33333333,0,4,8,17,3,8,5,6,3
2023-24,202401130DAL,1/13/2024,DAL vs NOP,Derrick Jones Jr.,jonesde02,Dallas Mavericks,DAL,1,NOP,24,4,1,0,0,1,27.93333333,0,4,8,10,3,5,5,5,4
2023-24,202401130DAL,1/13/2024,DAL vs NOP,Josh Green,greenjo02,Dallas Mavericks,DAL,1,NOP,9,6,4,0,0,3,32.38333333,2,4,3,8,1,3,2,2,2
2023-24,202401130DAL,1/13/2024,DAL vs NOP,Jaden Hardy,hardyja02,Dallas Mavericks,DAL,1,NOP,8,2,1,0,0,2,23.35,0,2,3,8,2,4,0,0,1
2023-24,202401130DAL,1/13/2024,DAL vs NOP,A.J. Lawson,lawsoaj01,Dallas Mavericks,DAL,1,NOP,3,1,1,0,0,1,6.083333333,0,1,1,3,0,1,1,1,0
2023-24,202401130DAL,1/13/2024,DAL vs NOP,Seth Curry,curryse01,Dallas Mavericks,DAL,1,NOP,3,0,0,1,0,0,11.6,0,0,1,3,1,2,0,0,3
2023-24,202401130DAL,1/13/2024,DAL vs NOP,Maxi Kleber,klebima01,Dallas Mavericks,DAL,1,NOP,2,2,1,1,0,1,11,1,1,1,3,0,2,0,0,0
2023-24,202401130DAL,1/13/2024,DAL vs NOP,Grant Williams,willigr01,Dallas Mavericks,DAL,1,NOP,0,1,1,0,1,2,14.35,1,0,0,2,0,2,0,0,5
2023-24,202401130DAL,1/13/2024,DAL vs NOP,Dwight Powell,poweldw01,Dallas Mavericks,DAL,1,NOP,2,9,8,3,0,1,33.65,5,4,0,1,0,0,2,2,5
2023-24,202401130DAL,1/13/2024,DAL vs NOP,Jordan Hawkins,hawkijo01,New Orleans Pelicans,NOP,0,DAL,34,5,4,2,0,3,36.56666667,3,2,11,19,6,12,6,8,3
2023-24,202401130DAL,1/13/2024,DAL vs NOP,Herbert Jones,joneshe01,New Orleans Pelicans,NOP,0,DAL,15,5,3,0,2,1,31.66666667,2,3,5,13,1,3,4,6,5
2023-24,202401130DAL,1/13/2024,DAL vs NOP,Jose Alvarado,alvarjo01,New Orleans Pelicans,NOP,0,DAL,14,2,4,1,0,0,26.26666667,0,2,5,12,3,8,1,2,2
2023-24,202401130DAL,1/13/2024,DAL vs NOP,Naji Marshall,marshna01,New Orleans Pelicans,NOP,0,DAL,13,6,1,0,0,2,30.63333333,1,5,5,12,2,4,1,2,3
2023-24,202401130DAL,1/13/2024,DAL vs NOP,Dyson Daniels,daniedy01,New Orleans Pelicans,NOP,0,DAL,10,6,7,0,0,2,37.6,2,4,4,7,0,1,2,2,2
2023-24,202401130DAL,1/13/2024,DAL vs NOP,Jonas Valanciunas,valanjo01,New Orleans Pelicans,NOP,0,DAL,14,12,7,0,2,0,27.83333333,5,7,4,6,0,0,6,9,4
2023-24,202401130DAL,1/13/2024,DAL vs NOP,Larry Nance Jr.,nancela02,New Orleans Pelicans,NOP,0,DAL,14,2,3,2,0,0,20.16666667,1,1,4,4,0,0,6,6,0
2023-24,202401130DAL,1/13/2024,DAL vs NOP,Jeremiah Robinson-Earl,robinje02,New Orleans Pelicans,NOP,0,DAL,2,4,0,2,0,1,22.13333333,0,4,1,4,0,1,0,0,1
2023-24,202401130DAL,1/13/2024,DAL vs NOP,Kira Lewis Jr.,lewiski01,New Orleans Pelicans,NOP,0,DAL,2,2,0,0,0,1,7.133333333,0,2,0,2,0,1,2,2,0
2023-24,202401130MEM,1/13/2024,MEM vs NYK,Xavier Tillman Sr.,tillmxa01,Memphis Grizzlies,MEM,1,NYK,12,5,5,6,1,2,36.18333333,0,5,6,15,0,2,0,0,4
2023-24,202401130MEM,1/13/2024,MEM vs NYK,GG Jackson II,jacksgg01,Memphis Grizzlies,MEM,1,NYK,20,6,1,0,2,2,27.05,2,4,9,14,2,4,0,0,0
2023-24,202401130MEM,1/13/2024,MEM vs NYK,Vince Williams Jr.,willivi01,Memphis Grizzlies,MEM,1,NYK,17,8,8,2,1,4,35.7,3,5,5,13,1,7,6,8,1
2023-24,202401130MEM,1/13/2024,MEM vs NYK,Luke Kennard,kennalu01,Memphis Grizzlies,MEM,1,NYK,14,3,2,0,0,0,33.3,0,3,6,13,2,8,0,0,2
2023-24,202401130MEM,1/13/2024,MEM vs NYK,David Roddy,roddyda01,Memphis Grizzlies,MEM,1,NYK,14,4,1,2,0,2,34.88333333,1,3,6,12,2,4,0,0,4
2023-24,202401130MEM,1/13/2024,MEM vs NYK,Ziaire Williams,willizi02,Memphis Grizzlies,MEM,1,NYK,10,4,2,1,0,2,19.51666667,1,3,2,8,1,4,5,5,0
2023-24,202401130MEM,1/13/2024,MEM vs NYK,Jacob Gilyard,gilyaja01,Memphis Grizzlies,MEM,1,NYK,5,2,7,2,0,0,31.63333333,1,1,2,8,1,6,0,0,4
2023-24,202401130MEM,1/13/2024,MEM vs NYK,John Konchar,konchjo01,Memphis Grizzlies,MEM,1,NYK,0,3,1,1,2,0,20.41666667,1,2,0,4,0,3,0,0,1
2023-24,202401130MEM,1/13/2024,MEM vs NYK,Jake LaRavia,laravja01,Memphis Grizzlies,MEM,1,NYK,2,0,0,0,0,0,1.316666667,0,0,0,0,0,0,2,2,0
2023-24,202401130MEM,1/13/2024,MEM vs NYK,Julius Randle,randlju01,New York Knicks,NYK,0,MEM,24,11,5,0,1,6,35.61666667,5,6,9,21,1,6,5,6,2
2023-24,202401130MEM,1/13/2024,MEM vs NYK,OG Anunoby,anunoog01,New York Knicks,NYK,0,MEM,18,5,2,1,4,4,31.66666667,2,3,7,15,1,4,3,4,1
2023-24,202401130MEM,1/13/2024,MEM vs NYK,Donte DiVincenzo,divindo01,New York Knicks,NYK,0,MEM,13,3,4,4,0,2,32.93333333,0,3,4,14,3,11,2,3,2
2023-24,202401130MEM,1/13/2024,MEM vs NYK,Miles McBride,mcbrimi01,New York Knicks,NYK,0,MEM,19,6,5,1,1,3,38.05,0,6,7,10,4,7,1,2,3
2023-24,202401130MEM,1/13/2024,MEM vs NYK,Josh Hart,hartjo01,New York Knicks,NYK,0,MEM,8,7,3,2,0,2,28.71666667,0,7,3,7,2,4,0,0,2
2023-24,202401130MEM,1/13/2024,MEM vs NYK,Isaiah Hartenstein,harteis01,New York Knicks,NYK,0,MEM,12,20,2,2,4,3,42.11666667,7,13,5,6,0,0,2,4,1
2023-24,202401130MEM,1/13/2024,MEM vs NYK,Malachi Flynn,flynnma01,New York Knicks,NYK,0,MEM,9,1,3,1,0,1,9.95,0,1,4,5,1,2,0,0,3
2023-24,202401130MEM,1/13/2024,MEM vs NYK,Quentin Grimes,grimequ01,New York Knicks,NYK,0,MEM,3,2,1,0,0,0,15.06666667,0,2,1,5,1,4,0,0,1
2023-24,202401130MEM,1/13/2024,MEM vs NYK,Precious Achiuwa,achiupr01,New York Knicks,NYK,0,MEM,0,1,0,0,1,1,5.883333333,1,0,0,0,0,0,0,0,0
2023-24,202401130MIL,1/13/2024,MIL vs GSW,Klay Thompson,thompkl01,Golden State Warriors,GSW,0,MIL,21,3,3,0,0,2,35.53333333,2,1,7,23,6,17,1,1,2
2023-24,202401130MIL,1/13/2024,MIL vs GSW,Jonathan Kuminga,kuminjo01,Golden State Warriors,GSW,0,MIL,28,3,2,1,1,0,29.6,0,3,10,18,2,3,6,6,2
2023-24,202401130MIL,1/13/2024,MIL vs GSW,Brandin Podziemski,podzibr01,Golden State Warriors,GSW,0,MIL,23,10,3,2,0,0,35.73333333,1,9,10,14,3,5,0,1,3
2023-24,202401130MIL,1/13/2024,MIL vs GSW,Andrew Wiggins,wiggian01,Golden State Warriors,GSW,0,MIL,7,4,1,0,0,0,32.48333333,3,1,3,13,1,3,0,0,3
2023-24,202401130MIL,1/13/2024,MIL vs GSW,Dario Saric,saricda01,Golden State Warriors,GSW,0,MIL,12,6,6,1,0,3,34.06666667,0,6,5,9,1,5,1,2,1
2023-24,202401130MIL,1/13/2024,MIL vs GSW,Trayce Jackson-Davis,jackstr02,Golden State Warriors,GSW,0,MIL,12,2,1,1,1,0,18.18333333,0,2,6,8,0,0,0,2,0
2023-24,202401130MIL,1/13/2024,MIL vs GSW,Kevon Looney,looneke01,Golden State Warriors,GSW,0,MIL,6,6,3,0,1,0,18.43333333,4,2,3,6,0,0,0,0,2
2023-24,202401130MIL,1/13/2024,MIL vs GSW,Lester Quinones,quinole01,Golden State Warriors,GSW,0,MIL,6,4,2,0,0,1,17.55,2,2,2,5,1,1,1,2,2
2023-24,202401130MIL,1/13/2024,MIL vs GSW,Cory Joseph,josepco01,Golden State Warriors,GSW,0,MIL,3,3,2,0,1,1,18.41666667,0,3,1,2,1,2,0,0,1
2023-24,202401130MIL,1/13/2024,MIL vs GSW,Giannis Antetokounmpo,antetgi01,Milwaukee Bucks,MIL,1,GSW,33,9,5,0,0,4,36.65,3,6,13,22,1,3,6,8,3
2023-24,202401130MIL,1/13/2024,MIL vs GSW,Damian Lillard,lillada01,Milwaukee Bucks,MIL,1,GSW,27,6,7,2,0,1,37.61666667,0,6,9,19,2,5,7,7,1
2023-24,202401130MIL,1/13/2024,MIL vs GSW,Khris Middleton,middlkh01,Milwaukee Bucks,MIL,1,GSW,24,3,10,1,1,3,32.85,1,2,10,13,3,5,1,2,2
2023-24,202401130MIL,1/13/2024,MIL vs GSW,Bobby Portis,portibo01,Milwaukee Bucks,MIL,1,GSW,10,8,0,0,0,1,21.05,0,8,4,11,2,4,0,0,5
2023-24,202401130MIL,1/13/2024,MIL vs GSW,Brook Lopez,lopezbr01,Milwaukee Bucks,MIL,1,GSW,11,8,6,0,2,1,33.68333333,2,6,5,9,1,5,0,0,1
2023-24,202401130MIL,1/13/2024,MIL vs GSW,Malik Beasley,beaslma01,Milwaukee Bucks,MIL,1,GSW,11,4,1,2,0,1,28.53333333,2,2,4,8,3,6,0,0,1
2023-24,202401130MIL,1/13/2024,MIL vs GSW,Andre Jackson Jr.,jacksan01,Milwaukee Bucks,MIL,1,GSW,10,10,2,0,1,1,27.55,6,4,5,8,0,0,0,0,1
2023-24,202401130MIL,1/13/2024,MIL vs GSW,Pat Connaughton,connapa01,Milwaukee Bucks,MIL,1,GSW,3,2,2,1,1,0,21.55,0,2,1,4,1,3,0,0,1
2023-24,202401130MIL,1/13/2024,MIL vs GSW,Chris Livingston,livinch01,Milwaukee Bucks,MIL,1,GSW,0,0,0,0,0,0,0.516666667,0,0,0,0,0,0,0,0,0
2023-24,202401130OKC,1/13/2024,OKC vs ORL,Shai Gilgeous-Alexander,gilgesh01,Oklahoma City Thunder,OKC,1,ORL,37,6,7,3,1,0,35.95,2,4,13,20,0,4,11,12,2
2023-24,202401130OKC,1/13/2024,OKC vs ORL,Jalen Williams,willija06,Oklahoma City Thunder,OKC,1,ORL,16,6,2,0,0,2,32.98333333,2,4,7,16,1,3,1,1,1
2023-24,202401130OKC,1/13/2024,OKC vs ORL,Chet Holmgren,holmgch01,Oklahoma City Thunder,OKC,1,ORL,15,8,3,1,2,2,31.55,2,6,7,14,1,5,0,0,0
2023-24,202401130OKC,1/13/2024,OKC vs ORL,Josh Giddey,giddejo01,Oklahoma City Thunder,OKC,1,ORL,12,8,4,1,0,0,27.45,1,7,4,12,1,5,3,4,1
2023-24,202401130OKC,1/13/2024,OKC vs ORL,Luguentz Dort,dortlu01,Oklahoma City Thunder,OKC,1,ORL,12,3,2,1,1,1,32.46666667,1,2,4,8,2,5,2,2,5
2023-24,202401130OKC,1/13/2024,OKC vs ORL,Isaiah Joe,joeis01,Oklahoma City Thunder,OKC,1,ORL,9,2,1,0,0,1,16.31666667,0,2,4,8,1,4,0,0,1
2023-24,202401130OKC,1/13/2024,OKC vs ORL,Vasilije Micic,micicva01,Oklahoma City Thunder,OKC,1,ORL,7,2,1,1,0,1,11.26666667,0,2,3,5,1,2,0,0,1
2023-24,202401130OKC,1/13/2024,OKC vs ORL,Cason Wallace,wallaca01,Oklahoma City Thunder,OKC,1,ORL,1,3,0,0,0,0,19.75,2,1,0,5,0,4,1,2,3
2023-24,202401130OKC,1/13/2024,OKC vs ORL,Kenrich Williams,willike04,Oklahoma City Thunder,OKC,1,ORL,3,5,2,0,0,0,16.45,0,5,1,2,1,2,0,0,1
2023-24,202401130OKC,1/13/2024,OKC vs ORL,Ousmane Dieng,diengou01,Oklahoma City Thunder,OKC,1,ORL,0,2,0,0,0,1,8.516666667,1,1,0,2,0,2,0,0,0
2023-24,202401130OKC,1/13/2024,OKC vs ORL,Aaron Wiggins,wiggiaa01,Oklahoma City Thunder,OKC,1,ORL,0,1,1,2,0,0,7.25,1,0,0,2,0,0,0,0,4
2023-24,202401130OKC,1/13/2024,OKC vs ORL,Paolo Banchero,banchpa01,Orlando Magic,ORL,0,OKC,20,9,8,0,2,2,36.36666667,2,7,8,19,0,4,4,7,4
2023-24,202401130OKC,1/13/2024,OKC vs ORL,Caleb Houstan,houstca01,Orlando Magic,ORL,0,OKC,14,3,2,1,0,3,34.65,1,2,5,13,4,12,0,0,0
2023-24,202401130OKC,1/13/2024,OKC vs ORL,Cole Anthony,anthoco01,Orlando Magic,ORL,0,OKC,14,4,2,1,1,2,24.58333333,2,2,6,11,1,3,1,2,4
2023-24,202401130OKC,1/13/2024,OKC vs ORL,Anthony Black,blackan01,Orlando Magic,ORL,0,OKC,13,4,1,1,1,1,33.13333333,0,4,5,8,0,1,3,6,2
2023-24,202401130OKC,1/13/2024,OKC vs ORL,Jalen Suggs,suggsja01,Orlando Magic,ORL,0,OKC,9,4,0,0,0,1,19.68333333,1,3,4,8,1,3,0,0,3
2023-24,202401130OKC,1/13/2024,OKC vs ORL,Goga Bitadze,bitadgo01,Orlando Magic,ORL,0,OKC,8,9,2,2,0,1,22.18333333,2,7,4,6,0,1,0,0,2
2023-24,202401130OKC,1/13/2024,OKC vs ORL,Trevelin Queen,queentr01,Orlando Magic,ORL,0,OKC,7,4,1,0,3,2,17.08333333,0,4,3,6,0,3,1,1,2
2023-24,202401130OKC,1/13/2024,OKC vs ORL,Chuma Okeke,okekech01,Orlando Magic,ORL,0,OKC,5,4,2,0,0,0,19,1,3,2,6,1,5,0,0,1
2023-24,202401130OKC,1/13/2024,OKC vs ORL,Moritz Wagner,wagnemo01,Orlando Magic,ORL,0,OKC,4,4,2,0,1,3,18.21666667,0,4,2,6,0,3,0,0,1
2023-24,202401130OKC,1/13/2024,OKC vs ORL,Jonathan Isaac,isaacjo01,Orlando Magic,ORL,0,OKC,6,5,1,0,0,0,15.1,2,3,0,1,0,0,6,8,3
2023-24,202401130SAS,1/13/2024,SAS vs CHI,DeMar DeRozan,derozde01,Chicago Bulls,CHI,0,SAS,20,4,4,0,0,0,34.41666667,0,4,8,19,2,5,2,2,1
2023-24,202401130SAS,1/13/2024,SAS vs CHI,Nikola Vucevic,vucevni01,Chicago Bulls,CHI,0,SAS,24,16,5,0,3,1,31.15,3,13,10,17,2,5,2,3,2
2023-24,202401130SAS,1/13/2024,SAS vs CHI,Coby White,whiteco01,Chicago Bulls,CHI,0,SAS,15,2,4,0,1,0,32.23333333,0,2,6,13,0,3,3,4,2
2023-24,202401130SAS,1/13/2024,SAS vs CHI,Jevon Carter,carteje01,Chicago Bulls,CHI,0,SAS,14,1,0,0,0,3,23.78333333,0,1,5,12,4,9,0,0,2
2023-24,202401130SAS,1/13/2024,SAS vs CHI,Ayo Dosunmu,dosunay01,Chicago Bulls,CHI,0,SAS,21,2,4,1,0,2,29.33333333,0,2,8,9,3,3,2,2,4
2023-24,202401130SAS,1/13/2024,SAS vs CHI,Zach LaVine,lavinza01,Chicago Bulls,CHI,0,SAS,10,6,7,1,0,2,35.73333333,0,6,3,8,1,5,3,4,3
2023-24,202401130SAS,1/13/2024,SAS vs CHI,Andre Drummond,drumman01,Chicago Bulls,CHI,0,SAS,7,10,1,1,1,0,16.85,4,6,3,7,0,0,1,3,2
2023-24,202401130SAS,1/13/2024,SAS vs CHI,Alex Caruso,carusal01,Chicago Bulls,CHI,0,SAS,11,6,6,2,3,1,33.38333333,0,6,3,5,3,4,2,2,1
2023-24,202401130SAS,1/13/2024,SAS vs CHI,Dalen Terry,terryda01,Chicago Bulls,CHI,0,SAS,0,0,0,0,0,0,3.116666667,0,0,0,0,0,0,0,0,1
2023-24,202401130SAS,1/13/2024,SAS vs CHI,Malaki Branham,branhma01,San Antonio Spurs,SAS,1,CHI,14,1,1,3,0,1,21.71666667,0,1,6,15,2,8,0,0,0
2023-24,202401130SAS,1/13/2024,SAS vs CHI,Jeremy Sochan,sochaje01,San Antonio Spurs,SAS,1,CHI,11,7,2,0,0,1,31.16666667,4,3,4,15,2,6,1,1,3
2023-24,202401130SAS,1/13/2024,SAS vs CHI,Keldon Johnson,johnske04,San Antonio Spurs,SAS,1,CHI,26,4,5,0,1,2,29.73333333,0,4,8,14,4,5,6,6,2
2023-24,202401130SAS,1/13/2024,SAS vs CHI,Tre Jones,jonestr01,San Antonio Spurs,SAS,1,CHI,30,9,4,0,0,1,32.43333333,1,8,10,13,4,6,6,6,2
2023-24,202401130SAS,1/13/2024,SAS vs CHI,Devin Vassell,vassede01,San Antonio Spurs,SAS,1,CHI,5,4,2,1,0,2,33.85,0,4,1,13,1,8,2,3,0
2023-24,202401130SAS,1/13/2024,SAS vs CHI,Sandro Mamukelashvili,mamuksa01,San Antonio Spurs,SAS,1,CHI,8,8,1,1,2,0,18.16666667,3,5,3,7,1,3,1,2,5
2023-24,202401130SAS,1/13/2024,SAS vs CHI,Cedi Osman,osmande01,San Antonio Spurs,SAS,1,CHI,9,2,1,1,0,0,22.86666667,0,2,3,5,3,5,0,0,3
2023-24,202401130SAS,1/13/2024,SAS vs CHI,Julian Champagnie,champju02,San Antonio Spurs,SAS,1,CHI,6,5,4,0,0,1,16.7,0,5,1,5,1,3,3,3,1
2023-24,202401130SAS,1/13/2024,SAS vs CHI,Dominick Barlow,barlodo01,San Antonio Spurs,SAS,1,CHI,5,6,3,1,1,0,22.21666667,4,2,2,5,0,0,1,2,1
2023-24,202401130SAS,1/13/2024,SAS vs CHI,Blake Wesley,weslebl01,San Antonio Spurs,SAS,1,CHI,2,1,3,0,0,0,11.15,0,1,1,3,0,2,0,0,2
2023-24,202401130UTA,1/13/2024,UTA vs LAL,D'Angelo Russell,russeda01,Los Angeles Lakers,LAL,0,UTA,39,3,8,1,2,3,40.78333333,0,3,15,26,6,11,3,3,3
2023-24,202401130UTA,1/13/2024,UTA vs LAL,Anthony Davis,davisan02,Los Angeles Lakers,LAL,0,UTA,15,15,11,1,4,6,39.26666667,2,13,5,21,0,1,5,6,1
2023-24,202401130UTA,1/13/2024,UTA vs LAL,Rui Hachimura,hachiru01,Los Angeles Lakers,LAL,0,UTA,17,3,1,1,0,0,18.7,1,2,6,12,0,2,5,6,0
2023-24,202401130UTA,1/13/2024,UTA vs LAL,Christian Wood,woodch01,Los Angeles Lakers,LAL,0,UTA,15,9,1,0,1,0,22.43333333,1,8,5,10,2,6,3,3,1
2023-24,202401130UTA,1/13/2024,UTA vs LAL,Austin Reaves,reaveau01,Los Angeles Lakers,LAL,0,UTA,19,4,2,0,0,1,30.9,1,3,7,8,1,2,4,6,6
2023-24,202401130UTA,1/13/2024,UTA vs LAL,Taurean Prince,princta02,Los Angeles Lakers,LAL,0,UTA,12,1,1,0,1,0,30.16666667,0,1,5,8,2,4,0,0,3
2023-24,202401130UTA,1/13/2024,UTA vs LAL,Jarred Vanderbilt,vandeja01,Los Angeles Lakers,LAL,0,UTA,5,3,1,1,0,2,22.91666667,2,1,2,2,1,1,0,0,4
2023-24,202401130UTA,1/13/2024,UTA vs LAL,Max Christie,chrisma02,Los Angeles Lakers,LAL,0,UTA,3,0,3,1,0,0,13.95,0,0,1,2,1,1,0,0,3
2023-24,202401130UTA,1/13/2024,UTA vs LAL,Skylar Mays,mayssk01,Los Angeles Lakers,LAL,0,UTA,0,1,2,1,0,0,9.616666667,0,1,0,2,0,0,0,0,2
2023-24,202401130UTA,1/13/2024,UTA vs LAL,Cam Reddish,reddica01,Los Angeles Lakers,LAL,0,UTA,0,1,0,0,0,0,11.26666667,0,1,0,1,0,1,0,0,0
2023-24,202401130UTA,1/13/2024,UTA vs LAL,Jordan Clarkson,clarkjo01,Utah Jazz,UTA,1,LAL,21,4,4,0,1,2,31.45,2,2,6,18,1,6,8,8,2
2023-24,202401130UTA,1/13/2024,UTA vs LAL,Lauri Markkanen,markkla01,Utah Jazz,UTA,1,LAL,29,9,5,2,1,0,33.25,2,7,8,16,3,6,10,11,0
2023-24,202401130UTA,1/13/2024,UTA vs LAL,Collin Sexton,sextoco01,Utah Jazz,UTA,1,LAL,27,4,5,0,0,1,27.71666667,1,3,8,13,1,4,10,10,5
2023-24,202401130UTA,1/13/2024,UTA vs LAL,Keyonte George,georgke01,Utah Jazz,UTA,1,LAL,19,3,3,1,0,1,26.51666667,0,3,5,11,3,9,6,6,0
2023-24,202401130UTA,1/13/2024,UTA vs LAL,John Collins,collijo01,Utah Jazz,UTA,1,LAL,19,13,2,3,1,1,34.16666667,2,11,7,9,3,4,2,2,5
2023-24,202401130UTA,1/13/2024,UTA vs LAL,Kelly Olynyk,olynyke01,Utah Jazz,UTA,1,LAL,4,5,2,0,0,2,14.96666667,1,4,2,8,0,1,0,0,1
2023-24,202401130UTA,1/13/2024,UTA vs LAL,Ochai Agbaji,agbajoc01,Utah Jazz,UTA,1,LAL,2,4,0,0,1,0,18.1,1,3,1,5,0,2,0,0,0
2023-24,202401130UTA,1/13/2024,UTA vs LAL,Simone Fontecchio,fontesi01,Utah Jazz,UTA,1,LAL,0,4,4,0,0,1,23.56666667,2,2,0,5,0,3,0,0,3
2023-24,202401130UTA,1/13/2024,UTA vs LAL,Kris Dunn,dunnkr01,Utah Jazz,UTA,1,LAL,7,0,3,1,0,2,16.73333333,0,0,3,4,1,2,0,0,2
2023-24,202401130UTA,1/13/2024,UTA vs LAL,Walker Kessler,kesslwa01,Utah Jazz,UTA,1,LAL,4,6,0,0,1,0,13.53333333,2,4,2,4,0,0,0,2,2
2023-24,202401120ATL,1/12/2024,ATL vs IND,Dejounte Murray,murrade01,Atlanta Hawks,ATL,1,IND,29,4,4,3,0,3,31.78333333,0,4,13,18,3,6,0,0,2
2023-24,202401120ATL,1/12/2024,ATL vs IND,Trae Young,youngtr01,Atlanta Hawks,ATL,1,IND,13,3,6,2,0,5,30.05,3,0,4,17,2,6,3,3,1
2023-24,202401120ATL,1/12/2024,ATL vs IND,Bogdan Bogdanovic,bogdabo01,Atlanta Hawks,ATL,1,IND,10,5,2,3,0,2,24.93333333,3,2,3,12,2,5,2,2,2
2023-24,202401120ATL,1/12/2024,ATL vs IND,Jalen Johnson,johnsja05,Atlanta Hawks,ATL,1,IND,16,4,3,2,0,3,32.46666667,0,4,7,11,1,2,1,3,3
2023-24,202401120ATL,1/12/2024,ATL vs IND,Saddiq Bey,beysa01,Atlanta Hawks,ATL,1,IND,17,4,2,1,0,0,31.2,1,3,3,10,3,7,8,9,1
2023-24,202401120ATL,1/12/2024,ATL vs IND,Clint Capela,capelca01,Atlanta Hawks,ATL,1,IND,7,5,1,1,1,0,21.68333333,3,2,3,5,0,0,1,4,1
2023-24,202401120ATL,1/12/2024,ATL vs IND,Trent Forrest,forretr01,Atlanta Hawks,ATL,1,IND,4,0,6,1,0,1,19.63333333,0,0,2,5,0,0,0,0,0
2023-24,202401120ATL,1/12/2024,ATL vs IND,Onyeka Okongwu,okongon01,Atlanta Hawks,ATL,1,IND,6,1,1,0,0,0,22.61666667,1,0,3,4,0,0,0,0,2
2023-24,202401120ATL,1/12/2024,ATL vs IND,Patty Mills,millspa02,Atlanta Hawks,ATL,1,IND,2,1,0,1,0,0,14.53333333,1,0,1,3,0,1,0,0,1
2023-24,202401120ATL,1/12/2024,ATL vs IND,AJ Griffin,griffaj01,Atlanta Hawks,ATL,1,IND,2,0,0,0,1,0,3.7,0,0,1,2,0,1,0,0,0
2023-24,202401120ATL,1/12/2024,ATL vs IND,Seth Lundy,lundyse01,Atlanta Hawks,ATL,1,IND,2,0,0,0,0,0,3.7,0,0,0,1,0,1,2,2,0
2023-24,202401120ATL,1/12/2024,ATL vs IND,Bruno Fernando,fernabr01,Atlanta Hawks,ATL,1,IND,0,1,0,0,0,0,3.7,0,1,0,1,0,1,0,0,0
2023-24,202401120ATL,1/12/2024,ATL vs IND,Buddy Hield,hieldbu01,Indiana Pacers,IND,0,ATL,18,3,2,0,3,2,23.23333333,0,3,7,11,4,6,0,0,3
2023-24,202401120ATL,1/12/2024,ATL vs IND,Bennedict Mathurin,mathube01,Indiana Pacers,IND,0,ATL,15,1,3,0,0,5,27.28333333,1,0,6,9,0,1,3,5,2
