Season,Date,Game,GameID,Home,HomeID,PTS,Away,AwayID,PTSA
2023-24,2/28/2024,TOR vs DAL,202402280TOR,Toronto Raptors,TOR,125,Dallas Mavericks,DAL,136
2023-24,2/27/2024,ATL vs UTA,202402270ATL,Atlanta Hawks,ATL,124,Utah Jazz,UTA,97
2023-24,2/27/2024,BOS vs PHI,202402270BOS,Boston Celtics,BOS,117,Philadelphia 76ers,PHI,99
2023-24,2/27/2024,CHI vs DET,202402270CHI,Chicago Bulls,CHI,95,Detroit Pistons,DET,105
2023-24,2/27/2024,CLE vs DAL,202402270CLE,Cleveland Cavaliers,CLE,121,Dallas Mavericks,DAL,119
2023-24,2/27/2024,MIL vs CHO,202402270MIL,Milwaukee Bucks,MIL,123,Charlotte Hornets,CHO,85
2023-24,2/27/2024,MIN vs SAS,202402270MIN,Minnesota Timberwolves,MIN,114,San Antonio Spurs,SAS,105
2023-24,2/27/2024,NYK vs NOP,202402270NYK,New York Knicks,NYK,92,New Orleans Pelicans,NOP,115
2023-24,2/27/2024,OKC vs HOU,202402270OKC,Oklahoma City Thunder,OKC,112,Houston Rockets,HOU,95
2023-24,2/27/2024,ORL vs BRK,202402270ORL,Orlando Magic,ORL,108,Brooklyn Nets,BRK,81
2023-24,2/27/2024,POR vs MIA,202402270POR,Portland Trail Blazers,POR,96,Miami Heat,MIA,106
2023-24,2/27/2024,WAS vs GSW,202402270WAS,Washington Wizards,WAS,112,Golden State Warriors,GSW,123
2023-24,2/26/2024,IND vs TOR,202402260IND,Indiana Pacers,IND,122,Toronto Raptors,TOR,130
2023-24,2/26/2024,MEM vs BRK,202402260MEM,Memphis Grizzlies,MEM,86,Brooklyn Nets,BRK,111
2023-24,2/26/2024,NYK vs DET,202402260NYK,New York Knicks,NYK,113,Detroit Pistons,DET,111
2023-24,2/26/2024,SAC vs MIA,202402260SAC,Sacramento Kings,SAC,110,Miami Heat,MIA,121
2023-24,2/25/2024,ATL vs ORL,202402250ATL,Atlanta Hawks,ATL,109,Orlando Magic,ORL,92
2023-24,2/25/2024,GSW vs DEN,202402250GSW,Golden State Warriors,GSW,103,Denver Nuggets,DEN,119
2023-24,2/25/2024,HOU vs OKC,202402250HOU,Houston Rockets,HOU,110,Oklahoma City Thunder,OKC,123
2023-24,2/25/2024,IND vs DAL,202402250IND,Indiana Pacers,IND,133,Dallas Mavericks,DAL,111
2023-24,2/25/2024,LAC vs SAC,202402250LAC,Los Angeles Clippers,LAC,107,Sacramento Kings,SAC,123
2023-24,2/25/2024,NOP vs CHI,202402250NOP,New Orleans Pelicans,NOP,106,Chicago Bulls,CHI,114
2023-24,2/25/2024,PHI vs MIL,202402250PHI,Philadelphia 76ers,PHI,98,Milwaukee Bucks,MIL,119
2023-24,2/25/2024,PHO vs LAL,202402250PHO,Phoenix Suns,PHO,123,Los Angeles Lakers,LAL,113
2023-24,2/25/2024,POR vs CHO,202402250POR,Portland Trail Blazers,POR,80,Charlotte Hornets,CHO,93
2023-24,2/25/2024,UTA vs SAS,202402250UTA,Utah Jazz,UTA,128,San Antonio Spurs,SAS,109
2023-24,2/25/2024,WAS vs CLE,202402250WAS,Washington Wizards,WAS,105,Cleveland Cavaliers,CLE,114
2023-24,2/24/2024,DET vs ORL,202402240DET,Detroit Pistons,DET,109,Orlando Magic,ORL,112
2023-24,2/24/2024,MIN vs BRK,202402240MIN,Minnesota Timberwolves,MIN,101,Brooklyn Nets,BRK,86
2023-24,2/24/2024,NYK vs BOS,202402240NYK,New York Knicks,NYK,102,Boston Celtics,BOS,116
2023-24,2/23/2024,ATL vs TOR,202402230ATL,Atlanta Hawks,ATL,121,Toronto Raptors,TOR,123
2023-24,2/23/2024,GSW vs CHO,202402230GSW,Golden State Warriors,GSW,97,Charlotte Hornets,CHO,84
2023-24,2/23/2024,HOU vs PHO,202402230HOU,Houston Rockets,HOU,114,Phoenix Suns,PHO,110
2023-24,2/23/2024,LAL vs SAS,202402230LAL,Los Angeles Lakers,LAL,123,San Antonio Spurs,SAS,118
2023-24,2/23/2024,MEM vs LAC,202402230MEM,Memphis Grizzlies,MEM,95,Los Angeles Clippers,LAC,101
2023-24,2/23/2024,MIN vs MIL,202402230MIN,Minnesota Timberwolves,MIN,107,Milwaukee Bucks,MIL,112
2023-24,2/23/2024,NOP vs MIA,202402230NOP,New Orleans Pelicans,NOP,95,Miami Heat,MIA,106
2023-24,2/23/2024,OKC vs WAS,202402230OKC,Oklahoma City Thunder,OKC,147,Washington Wizards,WAS,106
2023-24,2/23/2024,PHI vs CLE,202402230PHI,Philadelphia 76ers,PHI,104,Cleveland Cavaliers,CLE,97
2023-24,2/23/2024,POR vs DEN,202402230POR,Portland Trail Blazers,POR,112,Denver Nuggets,DEN,127
2023-24,2/22/2024,CHI vs BOS,202402220CHI,Chicago Bulls,CHI,112,Boston Celtics,BOS,129
2023-24,2/22/2024,CLE vs ORL,202402220CLE,Cleveland Cavaliers,CLE,109,Orlando Magic,ORL,116
2023-24,2/22/2024,DAL vs PHO,202402220DAL,Dallas Mavericks,DAL,123,Phoenix Suns,PHO,113
2023-24,2/22/2024,DEN vs WAS,202402220DEN,Denver Nuggets,DEN,130,Washington Wizards,WAS,110
2023-24,2/22/2024,GSW vs LAL,202402220GSW,Golden State Warriors,GSW,128,Los Angeles Lakers,LAL,110
2023-24,2/22/2024,IND vs DET,202402220IND,Indiana Pacers,IND,129,Detroit Pistons,DET,115
2023-24,2/22/2024,NOP vs HOU,202402220NOP,New Orleans Pelicans,NOP,127,Houston Rockets,HOU,105
2023-24,2/22/2024,OKC vs LAC,202402220OKC,Oklahoma City Thunder,OKC,129,Los Angeles Clippers,LAC,107
2023-24,2/22/2024,PHI vs NYK,202402220PHI,Philadelphia 76ers,PHI,96,New York Knicks,NYK,110
2023-24,2/22/2024,SAC vs SAS,202402220SAC,Sacramento Kings,SAC,127,San Antonio Spurs,SAS,122
2023-24,2/22/2024,TOR vs BRK,202402220TOR,Toronto Raptors,TOR,121,Brooklyn Nets,BRK,93
2023-24,2/22/2024,UTA vs CHO,202402220UTA,Utah Jazz,UTA,107,Charlotte Hornets,CHO,115
2023-24,2/15/2024,MEM vs MIL,202402150MEM,Memphis Grizzlies,MEM,113,Milwaukee Bucks,MIL,110
2023-24,2/15/2024,POR vs MIN,202402150POR,Portland Trail Blazers,POR,91,Minnesota Timberwolves,MIN,128
2023-24,2/15/2024,UTA vs GSW,202402150UTA,Utah Jazz,UTA,137,Golden State Warriors,GSW,140
2023-24,2/14/2024,BOS vs BRK,202402140BOS,Boston Celtics,BOS,136,Brooklyn Nets,BRK,86
2023-24,2/14/2024,CHO vs ATL,202402140CHO,Charlotte Hornets,CHO,122,Atlanta Hawks,ATL,99
2023-24,2/14/2024,CLE vs CHI,202402140CLE,Cleveland Cavaliers,CLE,108,Chicago Bulls,CHI,105
2023-24,2/14/2024,DAL vs SAS,202402140DAL,Dallas Mavericks,DAL,116,San Antonio Spurs,SAS,93
2023-24,2/14/2024,DEN vs SAC,202402140DEN,Denver Nuggets,DEN,98,Sacramento Kings,SAC,102
2023-24,2/14/2024,GSW vs LAC,202402140GSW,Golden State Warriors,GSW,125,Los Angeles Clippers,LAC,130
2023-24,2/14/2024,MEM vs HOU,202402140MEM,Memphis Grizzlies,MEM,121,Houston Rockets,HOU,113
2023-24,2/14/2024,NOP vs WAS,202402140NOP,New Orleans Pelicans,NOP,133,Washington Wizards,WAS,126
2023-24,2/14/2024,ORL vs NYK,202402140ORL,Orlando Magic,ORL,118,New York Knicks,NYK,100
2023-24,2/14/2024,PHI vs MIA,202402140PHI,Philadelphia 76ers,PHI,104,Miami Heat,MIA,109
2023-24,2/14/2024,PHO vs DET,202402140PHO,Phoenix Suns,PHO,116,Detroit Pistons,DET,100
2023-24,2/14/2024,TOR vs IND,202402140TOR,Toronto Raptors,TOR,125,Indiana Pacers,IND,127
2023-24,2/14/2024,UTA vs LAL,202402140UTA,Utah Jazz,UTA,122,Los Angeles Lakers,LAL,138
2023-24,2/13/2024,BRK vs BOS,202402130BRK,Brooklyn Nets,BRK,110,Boston Celtics,BOS,118
2023-24,2/13/2024,LAL vs DET,202402130LAL,Los Angeles Lakers,LAL,125,Detroit Pistons,DET,111
2023-24,2/13/2024,MIL vs MIA,202402130MIL,Milwaukee Bucks,MIL,97,Miami Heat,MIA,123
2023-24,2/13/2024,ORL vs OKC,202402130ORL,Orlando Magic,ORL,113,Oklahoma City Thunder,OKC,127
2023-24,2/13/2024,PHO vs SAC,202402130PHO,Phoenix Suns,PHO,130,Sacramento Kings,SAC,125
2023-24,2/13/2024,POR vs MIN,202402130POR,Portland Trail Blazers,POR,109,Minnesota Timberwolves,MIN,121
2023-24,2/12/2024,ATL vs CHI,202402120ATL,Atlanta Hawks,ATL,126,Chicago Bulls,CHI,136
2023-24,2/12/2024,CHO vs IND,202402120CHO,Charlotte Hornets,CHO,111,Indiana Pacers,IND,102
2023-24,2/12/2024,CLE vs PHI,202402120CLE,Cleveland Cavaliers,CLE,121,Philadelphia 76ers,PHI,123
2023-24,2/12/2024,DAL vs WAS,202402120DAL,Dallas Mavericks,DAL,112,Washington Wizards,WAS,104
2023-24,2/12/2024,HOU vs NYK,202402120HOU,Houston Rockets,HOU,105,New York Knicks,NYK,103
2023-24,2/12/2024,LAC vs MIN,202402120LAC,Los Angeles Clippers,LAC,100,Minnesota Timberwolves,MIN,121
2023-24,2/12/2024,MEM vs NOP,202402120MEM,Memphis Grizzlies,MEM,87,New Orleans Pelicans,NOP,96
2023-24,2/12/2024,MIL vs DEN,202402120MIL,Milwaukee Bucks,MIL,112,Denver Nuggets,DEN,95
2023-24,2/12/2024,TOR vs SAS,202402120TOR,Toronto Raptors,TOR,99,San Antonio Spurs,SAS,122
2023-24,2/12/2024,UTA vs GSW,202402120UTA,Utah Jazz,UTA,107,Golden State Warriors,GSW,129
2023-24,2/11/2024,MIA vs BOS,202402110MIA,Miami Heat,MIA,106,Boston Celtics,BOS,110
2023-24,2/11/2024,OKC vs SAC,202402110OKC,Oklahoma City Thunder,OKC,127,Sacramento Kings,SAC,113
2023-24,2/10/2024,ATL vs HOU,202402100ATL,Atlanta Hawks,ATL,122,Houston Rockets,HOU,113
2023-24,2/10/2024,BRK vs SAS,202402100BRK,Brooklyn Nets,BRK,123,San Antonio Spurs,SAS,103
2023-24,2/10/2024,CHO vs MEM,202402100CHO,Charlotte Hornets,CHO,115,Memphis Grizzlies,MEM,106
2023-24,2/10/2024,DAL vs OKC,202402100DAL,Dallas Mavericks,DAL,146,Oklahoma City Thunder,OKC,111
2023-24,2/10/2024,GSW vs PHO,202402100GSW,Golden State Warriors,GSW,113,Phoenix Suns,PHO,112
2023-24,2/10/2024,LAC vs DET,202402100LAC,Los Angeles Clippers,LAC,112,Detroit Pistons,DET,106
2023-24,2/10/2024,NYK vs IND,202402100NYK,New York Knicks,NYK,111,Indiana Pacers,IND,125
2023-24,2/10/2024,ORL vs CHI,202402100ORL,Orlando Magic,ORL,114,Chicago Bulls,CHI,108
2023-24,2/10/2024,POR vs NOP,202402100POR,Portland Trail Blazers,POR,84,New Orleans Pelicans,NOP,93
2023-24,2/10/2024,TOR vs CLE,202402100TOR,Toronto Raptors,TOR,95,Cleveland Cavaliers,CLE,119
2023-24,2/10/2024,WAS vs PHI,202402100WAS,Washington Wizards,WAS,113,Philadelphia 76ers,PHI,119
2023-24,2/9/2024,BOS vs WAS,202402090BOS,Boston Celtics,BOS,133,Washington Wizards,WAS,129
2023-24,2/9/2024,LAL vs NOP,202402090LAL,Los Angeles Lakers,LAL,139,New Orleans Pelicans,NOP,122
2023-24,2/9/2024,MIL vs CHO,202402090MIL,Milwaukee Bucks,MIL,120,Charlotte Hornets,CHO,84
2023-24,2/9/2024,PHI vs ATL,202402090PHI,Philadelphia 76ers,PHI,121,Atlanta Hawks,ATL,127
2023-24,2/9/2024,SAC vs DEN,202402090SAC,Sacramento Kings,SAC,135,Denver Nuggets,DEN,106
2023-24,2/9/2024,TOR vs HOU,202402090TOR,Toronto Raptors,TOR,107,Houston Rockets,HOU,104
2023-24,2/8/2024,BRK vs CLE,202402080BRK,Brooklyn Nets,BRK,95,Cleveland Cavaliers,CLE,118
2023-24,2/8/2024,IND vs GSW,202402080IND,Indiana Pacers,IND,109,Golden State Warriors,GSW,131
2023-24,2/8/2024,LAL vs DEN,202402080LAL,Los Angeles Lakers,LAL,106,Denver Nuggets,DEN,114
2023-24,2/8/2024,MEM vs CHI,202402080MEM,Memphis Grizzlies,MEM,110,Chicago Bulls,CHI,118
2023-24,2/8/2024,MIL vs MIN,202402080MIL,Milwaukee Bucks,MIL,105,Minnesota Timberwolves,MIN,129
2023-24,2/8/2024,NYK vs DAL,202402080NYK,New York Knicks,NYK,108,Dallas Mavericks,DAL,122
2023-24,2/8/2024,ORL vs SAS,202402080ORL,Orlando Magic,ORL,127,San Antonio Spurs,SAS,111
2023-24,2/8/2024,PHO vs UTA,202402080PHO,Phoenix Suns,PHO,129,Utah Jazz,UTA,115
2023-24,2/8/2024,POR vs DET,202402080POR,Portland Trail Blazers,POR,122,Detroit Pistons,DET,128
2023-24,2/7/2024,BOS vs ATL,202402070BOS,Boston Celtics,BOS,125,Atlanta Hawks,ATL,117
2023-24,2/7/2024,CHO vs TOR,202402070CHO,Charlotte Hornets,CHO,117,Toronto Raptors,TOR,123
2023-24,2/7/2024,LAC vs NOP,202402070LAC,Los Angeles Clippers,LAC,106,New Orleans Pelicans,NOP,117
2023-24,2/7/2024,MIA vs SAS,202402070MIA,Miami Heat,MIA,116,San Antonio Spurs,SAS,104
2023-24,2/7/2024,PHI vs GSW,202402070PHI,Philadelphia 76ers,PHI,104,Golden State Warriors,GSW,127
2023-24,2/7/2024,SAC vs DET,202402070SAC,Sacramento Kings,SAC,120,Detroit Pistons,DET,133
2023-24,2/7/2024,WAS vs CLE,202402070WAS,Washington Wizards,WAS,106,Cleveland Cavaliers,CLE,114
2023-24,2/6/2024,BRK vs DAL,202402060BRK,Brooklyn Nets,BRK,107,Dallas Mavericks,DAL,119
2023-24,2/6/2024,CHI vs MIN,202402060CHI,Chicago Bulls,CHI,129,Minnesota Timberwolves,MIN,123
2023-24,2/6/2024,IND vs HOU,202402060IND,Indiana Pacers,IND,132,Houston Rockets,HOU,129
2023-24,2/6/2024,MIA vs ORL,202402060MIA,Miami Heat,MIA,121,Orlando Magic,ORL,95
2023-24,2/6/2024,NYK vs MEM,202402060NYK,New York Knicks,NYK,123,Memphis Grizzlies,MEM,113
2023-24,2/6/2024,PHO vs MIL,202402060PHO,Phoenix Suns,PHO,114,Milwaukee Bucks,MIL,106
2023-24,2/6/2024,UTA vs OKC,202402060UTA,Utah Jazz,UTA,124,Oklahoma City Thunder,OKC,117
2023-24,2/5/2024,ATL vs LAC,202402050ATL,Atlanta Hawks,ATL,144,Los Angeles Clippers,LAC,149
2023-24,2/5/2024,BRK vs GSW,202402050BRK,Brooklyn Nets,BRK,98,Golden State Warriors,GSW,109
2023-24,2/5/2024,CHO vs LAL,202402050CHO,Charlotte Hornets,CHO,118,Los Angeles Lakers,LAL,124
2023-24,2/5/2024,CLE vs SAC,202402050CLE,Cleveland Cavaliers,CLE,136,Sacramento Kings,SAC,110
2023-24,2/5/2024,NOP vs TOR,202402050NOP,New Orleans Pelicans,NOP,138,Toronto Raptors,TOR,100
2023-24,2/5/2024,PHI vs DAL,202402050PHI,Philadelphia 76ers,PHI,102,Dallas Mavericks,DAL,118
2023-24,2/4/2024,BOS vs MEM,202402040BOS,Boston Celtics,BOS,131,Memphis Grizzlies,MEM,91
2023-24,2/4/2024,CHO vs IND,202402040CHO,Charlotte Hornets,CHO,99,Indiana Pacers,IND,115
2023-24,2/4/2024,DEN vs POR,202402040DEN,Denver Nuggets,DEN,112,Portland Trail Blazers,POR,103
2023-24,2/4/2024,DET vs ORL,202402040DET,Detroit Pistons,DET,99,Orlando Magic,ORL,111
2023-24,2/4/2024,MIA vs LAC,202402040MIA,Miami Heat,MIA,95,Los Angeles Clippers,LAC,103
2023-24,2/4/2024,MIN vs HOU,202402040MIN,Minnesota Timberwolves,MIN,111,Houston Rockets,HOU,90
2023-24,2/4/2024,OKC vs TOR,202402040OKC,Oklahoma City Thunder,OKC,135,Toronto Raptors,TOR,127
2023-24,2/4/2024,UTA vs MIL,202402040UTA,Utah Jazz,UTA,123,Milwaukee Bucks,MIL,108
2023-24,2/4/2024,WAS vs PHO,202402040WAS,Washington Wizards,WAS,112,Phoenix Suns,PHO,140
2023-24,2/3/2024,ATL vs GSW,202402030ATL,Atlanta Hawks,ATL,141,Golden State Warriors,GSW,134
2023-24,2/3/2024,CHI vs SAC,202402030CHI,Chicago Bulls,CHI,115,Sacramento Kings,SAC,123
2023-24,2/3/2024,DAL vs MIL,202402030DAL,Dallas Mavericks,DAL,117,Milwaukee Bucks,MIL,129
2023-24,2/3/2024,NYK vs LAL,202402030NYK,New York Knicks,NYK,105,Los Angeles Lakers,LAL,113
2023-24,2/3/2024,PHI vs BRK,202402030PHI,Philadelphia 76ers,PHI,121,Brooklyn Nets,BRK,136
2023-24,2/3/2024,SAS vs CLE,202402030SAS,San Antonio Spurs,SAS,101,Cleveland Cavaliers,CLE,117
2023-24,2/2/2024,ATL vs PHO,202402020ATL,Atlanta Hawks,ATL,129,Phoenix Suns,PHO,120
2023-24,2/2/2024,DEN vs POR,202402020DEN,Denver Nuggets,DEN,120,Portland Trail Blazers,POR,108
2023-24,2/2/2024,DET vs LAC,202402020DET,Detroit Pistons,DET,125,Los Angeles Clippers,LAC,136
2023-24,2/2/2024,HOU vs TOR,202402020HOU,Houston Rockets,HOU,135,Toronto Raptors,TOR,106
2023-24,2/2/2024,IND vs SAC,202402020IND,Indiana Pacers,IND,122,Sacramento Kings,SAC,133
2023-24,2/2/2024,MEM vs GSW,202402020MEM,Memphis Grizzlies,MEM,101,Golden State Warriors,GSW,121
2023-24,2/2/2024,MIN vs ORL,202402020MIN,Minnesota Timberwolves,MIN,106,Orlando Magic,ORL,108
2023-24,2/2/2024,OKC vs CHO,202402020OKC,Oklahoma City Thunder,OKC,126,Charlotte Hornets,CHO,106
2023-24,2/2/2024,SAS vs NOP,202402020SAS,San Antonio Spurs,SAS,113,New Orleans Pelicans,NOP,114
2023-24,2/2/2024,WAS vs MIA,202402020WAS,Washington Wizards,WAS,102,Miami Heat,MIA,110
2023-24,2/1/2024,BOS vs LAL,202402010BOS,Boston Celtics,BOS,105,Los Angeles Lakers,LAL,114
2023-24,2/1/2024,MEM vs CLE,202402010MEM,Memphis Grizzlies,MEM,101,Cleveland Cavaliers,CLE,108
2023-24,2/1/2024,NYK vs IND,202402010NYK,New York Knicks,NYK,109,Indiana Pacers,IND,105
2023-24,2/1/2024,UTA vs PHI,202402010UTA,Utah Jazz,UTA,124,Philadelphia 76ers,PHI,127
2023-24,1/31/2024,BRK vs PHO,202401310BRK,Brooklyn Nets,BRK,120,Phoenix Suns,PHO,136
2023-24,1/31/2024,CHO vs CHI,202401310CHO,Charlotte Hornets,CHO,110,Chicago Bulls,CHI,117
2023-24,1/31/2024,CLE vs DET,202401310CLE,Cleveland Cavaliers,CLE,128,Detroit Pistons,DET,121
2023-24,1/31/2024,HOU vs NOP,202401310HOU,Houston Rockets,HOU,99,New Orleans Pelicans,NOP,110
2023-24,1/31/2024,MIA vs SAC,202401310MIA,Miami Heat,MIA,115,Sacramento Kings,SAC,106
2023-24,1/31/2024,MIN vs DAL,202401310MIN,Minnesota Timberwolves,MIN,121,Dallas Mavericks,DAL,87
2023-24,1/31/2024,OKC vs DEN,202401310OKC,Oklahoma City Thunder,OKC,105,Denver Nuggets,DEN,100
2023-24,1/31/2024,POR vs MIL,202401310POR,Portland Trail Blazers,POR,119,Milwaukee Bucks,MIL,116
2023-24,1/31/2024,SAS vs ORL,202401310SAS,San Antonio Spurs,SAS,98,Orlando Magic,ORL,108
2023-24,1/31/2024,WAS vs LAC,202401310WAS,Washington Wizards,WAS,109,Los Angeles Clippers,LAC,125
2023-24,1/30/2024,ATL vs LAL,202401300ATL,Atlanta Hawks,ATL,138,Los Angeles Lakers,LAL,122
2023-24,1/30/2024,BOS vs IND,202401300BOS,Boston Celtics,BOS,129,Indiana Pacers,IND,124
2023-24,1/30/2024,CHI vs TOR,202401300CHI,Chicago Bulls,CHI,107,Toronto Raptors,TOR,118
2023-24,1/30/2024,GSW vs PHI,202401300GSW,Golden State Warriors,GSW,119,Philadelphia 76ers,PHI,107
2023-24,1/30/2024,NYK vs UTA,202401300NYK,New York Knicks,NYK,118,Utah Jazz,UTA,103
2023-24,1/29/2024,BOS vs NOP,202401290BOS,Boston Celtics,BOS,118,New Orleans Pelicans,NOP,112
2023-24,1/29/2024,BRK vs UTA,202401290BRK,Brooklyn Nets,BRK,147,Utah Jazz,UTA,114
2023-24,1/29/2024,CHO vs NYK,202401290CHO,Charlotte Hornets,CHO,92,New York Knicks,NYK,113
2023-24,1/29/2024,CLE vs LAC,202401290CLE,Cleveland Cavaliers,CLE,118,Los Angeles Clippers,LAC,108
2023-24,1/29/2024,DAL vs ORL,202401290DAL,Dallas Mavericks,DAL,131,Orlando Magic,ORL,129
2023-24,1/29/2024,DEN vs MIL,202401290DEN,Denver Nuggets,DEN,113,Milwaukee Bucks,MIL,107
2023-24,1/29/2024,HOU vs LAL,202401290HOU,Houston Rockets,HOU,135,Los Angeles Lakers,LAL,119
2023-24,1/29/2024,MEM vs SAC,202401290MEM,Memphis Grizzlies,MEM,94,Sacramento Kings,SAC,103
2023-24,1/29/2024,MIA vs PHO,202401290MIA,Miami Heat,MIA,105,Phoenix Suns,PHO,118
2023-24,1/29/2024,OKC vs MIN,202401290OKC,Oklahoma City Thunder,OKC,101,Minnesota Timberwolves,MIN,107
2023-24,1/29/2024,POR vs PHI,202401290POR,Portland Trail Blazers,POR,130,Philadelphia 76ers,PHI,104
2023-24,1/29/2024,SAS vs WAS,202401290SAS,San Antonio Spurs,SAS,113,Washington Wizards,WAS,118
2023-24,1/28/2024,ATL vs TOR,202401280ATL,Atlanta Hawks,ATL,126,Toronto Raptors,TOR,125
2023-24,1/28/2024,DET vs OKC,202401280DET,Detroit Pistons,DET,120,Oklahoma City Thunder,OKC,104
2023-24,1/28/2024,IND vs MEM,202401280IND,Indiana Pacers,IND,116,Memphis Grizzlies,MEM,110
2023-24,1/28/2024,ORL vs PHO,202401280ORL,Orlando Magic,ORL,113,Phoenix Suns,PHO,98
2023-24,1/28/2024,POR vs CHI,202401280POR,Portland Trail Blazers,POR,96,Chicago Bulls,CHI,104
2023-24,1/27/2024,BOS vs LAC,202401270BOS,Boston Celtics,BOS,96,Los Angeles Clippers,LAC,115
2023-24,1/27/2024,BRK vs HOU,202401270BRK,Brooklyn Nets,BRK,106,Houston Rockets,HOU,104
2023-24,1/27/2024,CHO vs UTA,202401270CHO,Charlotte Hornets,CHO,122,Utah Jazz,UTA,134
2023-24,1/27/2024,DAL vs SAC,202401270DAL,Dallas Mavericks,DAL,115,Sacramento Kings,SAC,120
2023-24,1/27/2024,DEN vs PHI,202401270DEN,Denver Nuggets,DEN,111,Philadelphia 76ers,PHI,105
2023-24,1/27/2024,DET vs WAS,202401270DET,Detroit Pistons,DET,104,Washington Wizards,WAS,118
2023-24,1/27/2024,GSW vs LAL,202401270GSW,Golden State Warriors,GSW,144,Los Angeles Lakers,LAL,145
2023-24,1/27/2024,MIL vs NOP,202401270MIL,Milwaukee Bucks,MIL,141,New Orleans Pelicans,NOP,117
2023-24,1/27/2024,NYK vs MIA,202401270NYK,New York Knicks,NYK,125,Miami Heat,MIA,109
2023-24,1/27/2024,SAS vs MIN,202401270SAS,San Antonio Spurs,SAS,113,Minnesota Timberwolves,MIN,112
2023-24,1/26/2024,ATL vs DAL,202401260ATL,Atlanta Hawks,ATL,143,Dallas Mavericks,DAL,148
2023-24,1/26/2024,CHO vs HOU,202401260CHO,Charlotte Hornets,CHO,104,Houston Rockets,HOU,138
2023-24,1/26/2024,IND vs PHO,202401260IND,Indiana Pacers,IND,133,Phoenix Suns,PHO,131
2023-24,1/26/2024,MEM vs ORL,202401260MEM,Memphis Grizzlies,MEM,107,Orlando Magic,ORL,106
2023-24,1/26/2024,MIL vs CLE,202401260MIL,Milwaukee Bucks,MIL,100,Cleveland Cavaliers,CLE,112
2023-24,1/26/2024,NOP vs OKC,202401260NOP,New Orleans Pelicans,NOP,83,Oklahoma City Thunder,OKC,107
2023-24,1/26/2024,SAS vs POR,202401260SAS,San Antonio Spurs,SAS,116,Portland Trail Blazers,POR,100
2023-24,1/26/2024,TOR vs LAC,202401260TOR,Toronto Raptors,TOR,107,Los Angeles Clippers,LAC,127
2023-24,1/25/2024,BRK vs MIN,202401250BRK,Brooklyn Nets,BRK,94,Minnesota Timberwolves,MIN,96
2023-24,1/25/2024,GSW vs SAC,202401250GSW,Golden State Warriors,GSW,133,Sacramento Kings,SAC,134
2023-24,1/25/2024,IND vs PHI,202401250IND,Indiana Pacers,IND,134,Philadelphia 76ers,PHI,122
2023-24,1/25/2024,LAL vs CHI,202401250LAL,Los Angeles Lakers,LAL,141,Chicago Bulls,CHI,132
2023-24,1/25/2024,MIA vs BOS,202401250MIA,Miami Heat,MIA,110,Boston Celtics,BOS,143
2023-24,1/25/2024,NYK vs DEN,202401250NYK,New York Knicks,NYK,122,Denver Nuggets,DEN,84
2023-24,1/25/2024,WAS vs UTA,202401250WAS,Washington Wizards,WAS,108,Utah Jazz,UTA,123
2023-24,1/24/2024,DAL vs PHO,202401240DAL,Dallas Mavericks,DAL,109,Phoenix Suns,PHO,132
2023-24,1/24/2024,DET vs CHO,202401240DET,Detroit Pistons,DET,113,Charlotte Hornets,CHO,106
2023-24,1/24/2024,GSW vs ATL,202401240GSW,Golden State Warriors,GSW,134,Atlanta Hawks,ATL,112
2023-24,1/24/2024,HOU vs POR,202401240HOU,Houston Rockets,HOU,131,Portland Trail Blazers,POR,137
2023-24,1/24/2024,MIA vs MEM,202401240MIA,Miami Heat,MIA,96,Memphis Grizzlies,MEM,105
2023-24,1/24/2024,MIL vs CLE,202401240MIL,Milwaukee Bucks,MIL,126,Cleveland Cavaliers,CLE,116
2023-24,1/24/2024,SAS vs OKC,202401240SAS,San Antonio Spurs,SAS,114,Oklahoma City Thunder,OKC,140
2023-24,1/24/2024,WAS vs MIN,202401240WAS,Washington Wizards,WAS,107,Minnesota Timberwolves,MIN,118
2023-24,1/23/2024,BRK vs NYK,202401230BRK,Brooklyn Nets,BRK,103,New York Knicks,NYK,108
2023-24,1/23/2024,IND vs DEN,202401230IND,Indiana Pacers,IND,109,Denver Nuggets,DEN,114
2023-24,1/23/2024,LAC vs LAL,202401230LAC,Los Angeles Clippers,LAC,127,Los Angeles Lakers,LAL,116
2023-24,1/23/2024,NOP vs UTA,202401230NOP,New Orleans Pelicans,NOP,153,Utah Jazz,UTA,124
2023-24,1/23/2024,OKC vs POR,202401230OKC,Oklahoma City Thunder,OKC,111,Portland Trail Blazers,POR,109
2023-24,1/22/2024,DAL vs BOS,202401220DAL,Dallas Mavericks,DAL,110,Boston Celtics,BOS,119
2023-24,1/22/2024,DET vs MIL,202401220DET,Detroit Pistons,DET,113,Milwaukee Bucks,MIL,122
2023-24,1/22/2024,MIN vs CHO,202401220MIN,Minnesota Timberwolves,MIN,125,Charlotte Hornets,CHO,128
2023-24,1/22/2024,ORL vs CLE,202401220ORL,Orlando Magic,ORL,99,Cleveland Cavaliers,CLE,126
2023-24,1/22/2024,PHI vs SAS,202401220PHI,Philadelphia 76ers,PHI,133,San Antonio Spurs,SAS,123
2023-24,1/22/2024,PHO vs CHI,202401220PHO,Phoenix Suns,PHO,115,Chicago Bulls,CHI,113
