Season,Date,Game,GameID,Home,HomeID,PTS,Away,AwayID,PTSA
2023-24,1/22/2024,SAC vs ATL,202401220SAC,Sacramento Kings,SAC,122,Atlanta Hawks,ATL,107
2023-24,1/22/2024,TOR vs MEM,202401220TOR,Toronto Raptors,TOR,100,Memphis Grizzlies,MEM,108
2023-24,1/21/2024,HOU vs BOS,202401210HOU,Houston Rockets,HOU,107,Boston Celtics,BOS,116
2023-24,1/21/2024,LAC vs BRK,202401210LAC,Los Angeles Clippers,LAC,125,Brooklyn Nets,BRK,114
2023-24,1/21/2024,LAL vs POR,202401210LAL,Los Angeles Lakers,LAL,134,Portland Trail Blazers,POR,110
2023-24,1/21/2024,ORL vs MIA,202401210ORL,Orlando Magic,ORL,105,Miami Heat,MIA,87
2023-24,1/21/2024,PHO vs IND,202401210PHO,Phoenix Suns,PHO,117,Indiana Pacers,IND,110
2023-24,1/21/2024,WAS vs DEN,202401210WAS,Washington Wizards,WAS,104,Denver Nuggets,DEN,113
2023-24,1/20/2024,ATL vs CLE,202401200ATL,Atlanta Hawks,ATL,95,Cleveland Cavaliers,CLE,116
2023-24,1/20/2024,CHI vs MEM,202401200CHI,Chicago Bulls,CHI,125,Memphis Grizzlies,MEM,96
2023-24,1/20/2024,CHO vs PHI,202401200CHO,Charlotte Hornets,CHO,89,Philadelphia 76ers,PHI,97
2023-24,1/20/2024,DET vs MIL,202401200DET,Detroit Pistons,DET,135,Milwaukee Bucks,MIL,141
2023-24,1/20/2024,HOU vs UTA,202401200HOU,Houston Rockets,HOU,127,Utah Jazz,UTA,126
2023-24,1/20/2024,MIN vs OKC,202401200MIN,Minnesota Timberwolves,MIN,97,Oklahoma City Thunder,OKC,102
2023-24,1/20/2024,NYK vs TOR,202401200NYK,New York Knicks,NYK,126,Toronto Raptors,TOR,100
2023-24,1/20/2024,WAS vs SAS,202401200WAS,Washington Wizards,WAS,127,San Antonio Spurs,SAS,131
2023-24,1/19/2024,BOS vs DEN,202401190BOS,Boston Celtics,BOS,100,Denver Nuggets,DEN,102
2023-24,1/19/2024,CHO vs SAS,202401190CHO,Charlotte Hornets,CHO,124,San Antonio Spurs,SAS,120
2023-24,1/19/2024,LAL vs BRK,202401190LAL,Los Angeles Lakers,LAL,112,Brooklyn Nets,BRK,130
2023-24,1/19/2024,MIA vs ATL,202401190MIA,Miami Heat,MIA,108,Atlanta Hawks,ATL,109
2023-24,1/19/2024,NOP vs PHO,202401190NOP,New Orleans Pelicans,NOP,109,Phoenix Suns,PHO,123
2023-24,1/19/2024,ORL vs PHI,202401190ORL,Orlando Magic,ORL,109,Philadelphia 76ers,PHI,124
2023-24,1/19/2024,POR vs IND,202401190POR,Portland Trail Blazers,POR,118,Indiana Pacers,IND,115
2023-24,1/18/2024,MIN vs MEM,202401180MIN,Minnesota Timberwolves,MIN,118,Memphis Grizzlies,MEM,103
2023-24,1/18/2024,NYK vs WAS,202401180NYK,New York Knicks,NYK,113,Washington Wizards,WAS,109
2023-24,1/18/2024,SAC vs IND,202401180SAC,Sacramento Kings,SAC,121,Indiana Pacers,IND,126
2023-24,1/18/2024,TOR vs CHI,202401180TOR,Toronto Raptors,TOR,110,Chicago Bulls,CHI,116
2023-24,1/18/2024,UTA vs OKC,202401180UTA,Utah Jazz,UTA,129,Oklahoma City Thunder,OKC,134
2023-24,1/17/2024,ATL vs ORL,202401170ATL,Atlanta Hawks,ATL,106,Orlando Magic,ORL,104
2023-24,1/17/2024,BOS vs SAS,202401170BOS,Boston Celtics,BOS,117,San Antonio Spurs,SAS,98
2023-24,1/17/2024,CLE vs MIL,202401170CLE,Cleveland Cavaliers,CLE,135,Milwaukee Bucks,MIL,95
2023-24,1/17/2024,DET vs MIN,202401170DET,Detroit Pistons,DET,117,Minnesota Timberwolves,MIN,124
2023-24,1/17/2024,LAL vs DAL,202401170LAL,Los Angeles Lakers,LAL,127,Dallas Mavericks,DAL,110
2023-24,1/17/2024,NOP vs CHO,202401170NOP,New Orleans Pelicans,NOP,132,Charlotte Hornets,CHO,112
2023-24,1/17/2024,NYK vs HOU,202401170NYK,New York Knicks,NYK,109,Houston Rockets,HOU,94
2023-24,1/17/2024,POR vs BRK,202401170POR,Portland Trail Blazers,POR,105,Brooklyn Nets,BRK,103
2023-24,1/17/2024,TOR vs MIA,202401170TOR,Toronto Raptors,TOR,121,Miami Heat,MIA,97
2023-24,1/16/2024,LAC vs OKC,202401160LAC,Los Angeles Clippers,LAC,128,Oklahoma City Thunder,OKC,117
2023-24,1/16/2024,PHI vs DEN,202401160PHI,Philadelphia 76ers,PHI,126,Denver Nuggets,DEN,121
2023-24,1/16/2024,PHO vs SAC,202401160PHO,Phoenix Suns,PHO,119,Sacramento Kings,SAC,117
2023-24,1/15/2024,ATL vs SAS,202401150ATL,Atlanta Hawks,ATL,109,San Antonio Spurs,SAS,99
2023-24,1/15/2024,BRK vs MIA,202401150BRK,Brooklyn Nets,BRK,95,Miami Heat,MIA,96
2023-24,1/15/2024,CLE vs CHI,202401150CLE,Cleveland Cavaliers,CLE,109,Chicago Bulls,CHI,91
2023-24,1/15/2024,DAL vs NOP,202401150DAL,Dallas Mavericks,DAL,125,New Orleans Pelicans,NOP,120
2023-24,1/15/2024,LAL vs OKC,202401150LAL,Los Angeles Lakers,LAL,112,Oklahoma City Thunder,OKC,105
2023-24,1/15/2024,MEM vs GSW,202401150MEM,Memphis Grizzlies,MEM,116,Golden State Warriors,GSW,107
2023-24,1/15/2024,NYK vs ORL,202401150NYK,New York Knicks,NYK,94,Orlando Magic,ORL,98
2023-24,1/15/2024,PHI vs HOU,202401150PHI,Philadelphia 76ers,PHI,124,Houston Rockets,HOU,115
2023-24,1/15/2024,TOR vs BOS,202401150TOR,Toronto Raptors,TOR,96,Boston Celtics,BOS,105
2023-24,1/15/2024,UTA vs IND,202401150UTA,Utah Jazz,UTA,132,Indiana Pacers,IND,105
2023-24,1/15/2024,WAS vs DET,202401150WAS,Washington Wizards,WAS,117,Detroit Pistons,DET,129
2023-24,1/14/2024,DEN vs IND,202401140DEN,Denver Nuggets,DEN,117,Indiana Pacers,IND,109
2023-24,1/14/2024,MIA vs CHO,202401140MIA,Miami Heat,MIA,104,Charlotte Hornets,CHO,87
2023-24,1/14/2024,MIL vs SAC,202401140MIL,Milwaukee Bucks,MIL,143,Sacramento Kings,SAC,142
2023-24,1/14/2024,MIN vs LAC,202401140MIN,Minnesota Timberwolves,MIN,109,Los Angeles Clippers,LAC,105
2023-24,1/14/2024,POR vs PHO,202401140POR,Portland Trail Blazers,POR,116,Phoenix Suns,PHO,127
2023-24,1/13/2024,ATL vs WAS,202401130ATL,Atlanta Hawks,ATL,99,Washington Wizards,WAS,127
2023-24,1/13/2024,BOS vs HOU,202401130BOS,Boston Celtics,BOS,145,Houston Rockets,HOU,113
2023-24,1/13/2024,DAL vs NOP,202401130DAL,Dallas Mavericks,DAL,108,New Orleans Pelicans,NOP,118
2023-24,1/13/2024,MEM vs NYK,202401130MEM,Memphis Grizzlies,MEM,94,New York Knicks,NYK,106
2023-24,1/13/2024,MIL vs GSW,202401130MIL,Milwaukee Bucks,MIL,129,Golden State Warriors,GSW,118
2023-24,1/13/2024,OKC vs ORL,202401130OKC,Oklahoma City Thunder,OKC,112,Orlando Magic,ORL,100
2023-24,1/13/2024,SAS vs CHI,202401130SAS,San Antonio Spurs,SAS,116,Chicago Bulls,CHI,122
2023-24,1/13/2024,UTA vs LAL,202401130UTA,Utah Jazz,UTA,132,Los Angeles Lakers,LAL,125
2023-24,1/12/2024,ATL vs IND,202401120ATL,Atlanta Hawks,ATL,108,Indiana Pacers,IND,126
2023-24,1/12/2024,CHI vs GSW,202401120CHI,Chicago Bulls,CHI,131,Golden State Warriors,GSW,140
2023-24,1/12/2024,DEN vs NOP,202401120DEN,Denver Nuggets,DEN,125,New Orleans Pelicans,NOP,113
2023-24,1/12/2024,DET vs HOU,202401120DET,Detroit Pistons,DET,110,Houston Rockets,HOU,112
2023-24,1/12/2024,MEM vs LAC,202401120MEM,Memphis Grizzlies,MEM,119,Los Angeles Clippers,LAC,128
2023-24,1/12/2024,MIA vs ORL,202401120MIA,Miami Heat,MIA,99,Orlando Magic,ORL,96
2023-24,1/12/2024,MIN vs POR,202401120MIN,Minnesota Timberwolves,MIN,116,Portland Trail Blazers,POR,93
2023-24,1/12/2024,PHI vs SAC,202401120PHI,Philadelphia 76ers,PHI,112,Sacramento Kings,SAC,93
2023-24,1/12/2024,SAS vs CHO,202401120SAS,San Antonio Spurs,SAS,135,Charlotte Hornets,CHO,99
2023-24,1/12/2024,UTA vs TOR,202401120UTA,Utah Jazz,UTA,145,Toronto Raptors,TOR,113
2023-24,1/11/2024,CLE vs BRK,202401110CLE,Cleveland Cavaliers,CLE,111,Brooklyn Nets,BRK,102
2023-24,1/11/2024,DAL vs NYK,202401110DAL,Dallas Mavericks,DAL,128,New York Knicks,NYK,124
2023-24,1/11/2024,LAL vs PHO,202401110LAL,Los Angeles Lakers,LAL,109,Phoenix Suns,PHO,127
2023-24,1/11/2024,MIL vs BOS,202401110MIL,Milwaukee Bucks,MIL,135,Boston Celtics,BOS,102
2023-24,1/11/2024,OKC vs POR,202401110OKC,Oklahoma City Thunder,OKC,139,Portland Trail Blazers,POR,77
2023-24,1/10/2024,ATL vs PHI,202401100ATL,Atlanta Hawks,ATL,139,Philadelphia 76ers,PHI,132
2023-24,1/10/2024,BOS vs MIN,202401100BOS,Boston Celtics,BOS,127,Minnesota Timberwolves,MIN,120
2023-24,1/10/2024,CHI vs HOU,202401100CHI,Chicago Bulls,CHI,124,Houston Rockets,HOU,119
2023-24,1/10/2024,CHO vs SAC,202401100CHO,Charlotte Hornets,CHO,98,Sacramento Kings,SAC,123
2023-24,1/10/2024,DET vs SAS,202401100DET,Detroit Pistons,DET,108,San Antonio Spurs,SAS,130
2023-24,1/10/2024,GSW vs NOP,202401100GSW,Golden State Warriors,GSW,105,New Orleans Pelicans,NOP,141
2023-24,1/10/2024,IND vs WAS,202401100IND,Indiana Pacers,IND,112,Washington Wizards,WAS,104
2023-24,1/10/2024,LAC vs TOR,202401100LAC,Los Angeles Clippers,LAC,126,Toronto Raptors,TOR,120
2023-24,1/10/2024,MIA vs OKC,202401100MIA,Miami Heat,MIA,120,Oklahoma City Thunder,OKC,128
2023-24,1/10/2024,UTA vs DEN,202401100UTA,Utah Jazz,UTA,124,Denver Nuggets,DEN,111
2023-24,1/9/2024,DAL vs MEM,202401090DAL,Dallas Mavericks,DAL,103,Memphis Grizzlies,MEM,120
2023-24,1/9/2024,DET vs SAC,202401090DET,Detroit Pistons,DET,110,Sacramento Kings,SAC,131
2023-24,1/9/2024,LAL vs TOR,202401090LAL,Los Angeles Lakers,LAL,132,Toronto Raptors,TOR,131
2023-24,1/9/2024,NYK vs POR,202401090NYK,New York Knicks,NYK,112,Portland Trail Blazers,POR,84
2023-24,1/9/2024,ORL vs MIN,202401090ORL,Orlando Magic,ORL,92,Minnesota Timberwolves,MIN,113
2023-24,1/8/2024,CHO vs CHI,202401080CHO,Charlotte Hornets,CHO,112,Chicago Bulls,CHI,119
2023-24,1/8/2024,IND vs BOS,202401080IND,Indiana Pacers,IND,133,Boston Celtics,BOS,131
2023-24,1/8/2024,LAC vs PHO,202401080LAC,Los Angeles Clippers,LAC,138,Phoenix Suns,PHO,111
2023-24,1/8/2024,MIA vs HOU,202401080MIA,Miami Heat,MIA,120,Houston Rockets,HOU,113
2023-24,1/8/2024,MIL vs UTA,202401080MIL,Milwaukee Bucks,MIL,116,Utah Jazz,UTA,132
2023-24,1/8/2024,WAS vs OKC,202401080WAS,Washington Wizards,WAS,128,Oklahoma City Thunder,OKC,136
2023-24,1/7/2024,BRK vs POR,202401070BRK,Brooklyn Nets,BRK,127,Portland Trail Blazers,POR,134
2023-24,1/7/2024,CLE vs SAS,202401070CLE,Cleveland Cavaliers,CLE,117,San Antonio Spurs,SAS,115
2023-24,1/7/2024,DAL vs MIN,202401070DAL,Dallas Mavericks,DAL,115,Minnesota Timberwolves,MIN,108
2023-24,1/7/2024,DEN vs DET,202401070DEN,Denver Nuggets,DEN,131,Detroit Pistons,DET,114
2023-24,1/7/2024,GSW vs TOR,202401070GSW,Golden State Warriors,GSW,118,Toronto Raptors,TOR,133
2023-24,1/7/2024,LAL vs LAC,202401070LAL,Los Angeles Lakers,LAL,106,Los Angeles Clippers,LAC,103
2023-24,1/7/2024,ORL vs ATL,202401070ORL,Orlando Magic,ORL,117,Atlanta Hawks,ATL,110
2023-24,1/7/2024,PHO vs MEM,202401070PHO,Phoenix Suns,PHO,115,Memphis Grizzlies,MEM,121
2023-24,1/7/2024,SAC vs NOP,202401070SAC,Sacramento Kings,SAC,100,New Orleans Pelicans,NOP,133
2023-24,1/6/2024,HOU vs MIL,202401060HOU,Houston Rockets,HOU,112,Milwaukee Bucks,MIL,108
2023-24,1/6/2024,IND vs BOS,202401060IND,Indiana Pacers,IND,101,Boston Celtics,BOS,118
2023-24,1/6/2024,PHI vs UTA,202401060PHI,Philadelphia 76ers,PHI,109,Utah Jazz,UTA,120
2023-24,1/6/2024,WAS vs NYK,202401060WAS,Washington Wizards,WAS,105,New York Knicks,NYK,121
2023-24,1/5/2024,BOS vs UTA,202401050BOS,Boston Celtics,BOS,126,Utah Jazz,UTA,97
2023-24,1/5/2024,BRK vs OKC,202401050BRK,Brooklyn Nets,BRK,124,Oklahoma City Thunder,OKC,115
2023-24,1/5/2024,CHI vs CHO,202401050CHI,Chicago Bulls,CHI,104,Charlotte Hornets,CHO,91
2023-24,1/5/2024,CLE vs WAS,202401050CLE,Cleveland Cavaliers,CLE,114,Washington Wizards,WAS,90
2023-24,1/5/2024,DAL vs POR,202401050DAL,Dallas Mavericks,DAL,139,Portland Trail Blazers,POR,103
2023-24,1/5/2024,DEN vs ORL,202401050DEN,Denver Nuggets,DEN,120,Orlando Magic,ORL,122
2023-24,1/5/2024,GSW vs DET,202401050GSW,Golden State Warriors,GSW,113,Detroit Pistons,DET,109
2023-24,1/5/2024,HOU vs MIN,202401050HOU,Houston Rockets,HOU,95,Minnesota Timberwolves,MIN,122
2023-24,1/5/2024,IND vs ATL,202401050IND,Indiana Pacers,IND,150,Atlanta Hawks,ATL,116
2023-24,1/5/2024,LAL vs MEM,202401050LAL,Los Angeles Lakers,LAL,113,Memphis Grizzlies,MEM,127
2023-24,1/5/2024,NOP vs LAC,202401050NOP,New Orleans Pelicans,NOP,95,Los Angeles Clippers,LAC,111
2023-24,1/5/2024,PHI vs NYK,202401050PHI,Philadelphia 76ers,PHI,92,New York Knicks,NYK,128
2023-24,1/5/2024,PHO vs MIA,202401050PHO,Phoenix Suns,PHO,113,Miami Heat,MIA,97
2023-24,1/5/2024,SAC vs TOR,202401050SAC,Sacramento Kings,SAC,135,Toronto Raptors,TOR,130
2023-24,1/4/2024,GSW vs DEN,202401040GSW,Golden State Warriors,GSW,127,Denver Nuggets,DEN,130
2023-24,1/4/2024,SAS vs MIL,202401040SAS,San Antonio Spurs,SAS,121,Milwaukee Bucks,MIL,125
2023-24,1/3/2024,ATL vs OKC,202401030ATL,Atlanta Hawks,ATL,141,Oklahoma City Thunder,OKC,138
2023-24,1/3/2024,CLE vs WAS,202401030CLE,Cleveland Cavaliers,CLE,140,Washington Wizards,WAS,101
2023-24,1/3/2024,DAL vs POR,202401030DAL,Dallas Mavericks,DAL,126,Portland Trail Blazers,POR,97
2023-24,1/3/2024,HOU vs BRK,202401030HOU,Houston Rockets,HOU,112,Brooklyn Nets,BRK,101
2023-24,1/3/2024,IND vs MIL,202401030IND,Indiana Pacers,IND,142,Milwaukee Bucks,MIL,130
2023-24,1/3/2024,LAL vs MIA,202401030LAL,Los Angeles Lakers,LAL,96,Miami Heat,MIA,110
2023-24,1/3/2024,MEM vs TOR,202401030MEM,Memphis Grizzlies,MEM,111,Toronto Raptors,TOR,116
2023-24,1/3/2024,MIN vs NOP,202401030MIN,Minnesota Timberwolves,MIN,106,New Orleans Pelicans,NOP,117
2023-24,1/3/2024,NYK vs CHI,202401030NYK,New York Knicks,NYK,116,Chicago Bulls,CHI,100
2023-24,1/3/2024,PHO vs LAC,202401030PHO,Phoenix Suns,PHO,122,Los Angeles Clippers,LAC,131
2023-24,1/3/2024,SAC vs ORL,202401030SAC,Sacramento Kings,SAC,138,Orlando Magic,ORL,135
2023-24,1/3/2024,UTA vs DET,202401030UTA,Utah Jazz,UTA,154,Detroit Pistons,DET,148
2023-24,1/2/2024,GSW vs ORL,202401020GSW,Golden State Warriors,GSW,121,Orlando Magic,ORL,115
2023-24,1/2/2024,MEM vs SAS,202401020MEM,Memphis Grizzlies,MEM,106,San Antonio Spurs,SAS,98
2023-24,1/2/2024,NOP vs BRK,202401020NOP,New Orleans Pelicans,NOP,112,Brooklyn Nets,BRK,85
2023-24,1/2/2024,OKC vs BOS,202401020OKC,Oklahoma City Thunder,OKC,127,Boston Celtics,BOS,123
2023-24,1/2/2024,PHI vs CHI,202401020PHI,Philadelphia 76ers,PHI,110,Chicago Bulls,CHI,97
2023-24,1/2/2024,SAC vs CHO,202401020SAC,Sacramento Kings,SAC,104,Charlotte Hornets,CHO,111
2023-24,1/1/2024,DEN vs CHO,202401010DEN,Denver Nuggets,DEN,111,Charlotte Hornets,CHO,93
2023-24,1/1/2024,HOU vs DET,202401010HOU,Houston Rockets,HOU,136,Detroit Pistons,DET,113
2023-24,1/1/2024,LAC vs MIA,202401010LAC,Los Angeles Clippers,LAC,121,Miami Heat,MIA,104
2023-24,1/1/2024,MIL vs IND,202401010MIL,Milwaukee Bucks,MIL,113,Indiana Pacers,IND,122
2023-24,1/1/2024,NYK vs MIN,202401010NYK,New York Knicks,NYK,112,Minnesota Timberwolves,MIN,106
2023-24,1/1/2024,PHO vs POR,202401010PHO,Phoenix Suns,PHO,109,Portland Trail Blazers,POR,88
2023-24,1/1/2024,TOR vs CLE,202401010TOR,Toronto Raptors,TOR,124,Cleveland Cavaliers,CLE,121
2023-24,1/1/2024,UTA vs DAL,202401010UTA,Utah Jazz,UTA,127,Dallas Mavericks,DAL,90
2023-24,12/31/2023,MEM vs SAC,202312310MEM,Memphis Grizzlies,MEM,92,Sacramento Kings,SAC,123
2023-24,12/31/2023,NOP vs LAL,202312310NOP,New Orleans Pelicans,NOP,129,Los Angeles Lakers,LAL,109
2023-24,12/31/2023,OKC vs BRK,202312310OKC,Oklahoma City Thunder,OKC,124,Brooklyn Nets,BRK,108
2023-24,12/31/2023,PHO vs ORL,202312310PHO,Phoenix Suns,PHO,112,Orlando Magic,ORL,107
2023-24,12/31/2023,SAS vs BOS,202312310SAS,San Antonio Spurs,SAS,101,Boston Celtics,BOS,134
2023-24,12/31/2023,WAS vs ATL,202312310WAS,Washington Wizards,WAS,126,Atlanta Hawks,ATL,130
2023-24,12/30/2023,CHI vs PHI,202312300CHI,Chicago Bulls,CHI,105,Philadelphia 76ers,PHI,92
2023-24,12/30/2023,DET vs TOR,202312300DET,Detroit Pistons,DET,129,Toronto Raptors,TOR,127
2023-24,12/30/2023,GSW vs DAL,202312300GSW,Golden State Warriors,GSW,122,Dallas Mavericks,DAL,132
2023-24,12/30/2023,IND vs NYK,202312300IND,Indiana Pacers,IND,140,New York Knicks,NYK,126
2023-24,12/30/2023,MIN vs LAL,202312300MIN,Minnesota Timberwolves,MIN,108,Los Angeles Lakers,LAL,106
2023-24,12/30/2023,UTA vs MIA,202312300UTA,Utah Jazz,UTA,117,Miami Heat,MIA,109
2023-24,12/29/2023,ATL vs SAC,202312290ATL,Atlanta Hawks,ATL,110,Sacramento Kings,SAC,117
2023-24,12/29/2023,BOS vs TOR,202312290BOS,Boston Celtics,BOS,120,Toronto Raptors,TOR,118
2023-24,12/29/2023,CLE vs MIL,202312290CLE,Cleveland Cavaliers,CLE,111,Milwaukee Bucks,MIL,119
2023-24,12/29/2023,DEN vs OKC,202312290DEN,Denver Nuggets,DEN,93,Oklahoma City Thunder,OKC,119
2023-24,12/29/2023,HOU vs PHI,202312290HOU,Houston Rockets,HOU,127,Philadelphia 76ers,PHI,131
2023-24,12/29/2023,LAC vs MEM,202312290LAC,Los Angeles Clippers,LAC,117,Memphis Grizzlies,MEM,106
2023-24,12/29/2023,ORL vs NYK,202312290ORL,Orlando Magic,ORL,117,New York Knicks,NYK,108
2023-24,12/29/2023,PHO vs CHO,202312290PHO,Phoenix Suns,PHO,133,Charlotte Hornets,CHO,119
2023-24,12/29/2023,POR vs SAS,202312290POR,Portland Trail Blazers,POR,134,San Antonio Spurs,SAS,128
2023-24,12/29/2023,WAS vs BRK,202312290WAS,Washington Wizards,WAS,110,Brooklyn Nets,BRK,104
2023-24,12/28/2023,BOS vs DET,202312280BOS,Boston Celtics,BOS,128,Detroit Pistons,DET,122
2023-24,12/28/2023,CHI vs IND,202312280CHI,Chicago Bulls,CHI,104,Indiana Pacers,IND,120
2023-24,12/28/2023,DEN vs MEM,202312280DEN,Denver Nuggets,DEN,142,Memphis Grizzlies,MEM,105
2023-24,12/28/2023,GSW vs MIA,202312280GSW,Golden State Warriors,GSW,102,Miami Heat,MIA,114
2023-24,12/28/2023,LAL vs CHO,202312280LAL,Los Angeles Lakers,LAL,133,Charlotte Hornets,CHO,112
2023-24,12/28/2023,MIN vs DAL,202312280MIN,Minnesota Timberwolves,MIN,118,Dallas Mavericks,DAL,110
2023-24,12/28/2023,NOP vs UTA,202312280NOP,New Orleans Pelicans,NOP,112,Utah Jazz,UTA,105
2023-24,12/28/2023,POR vs SAS,202312280POR,Portland Trail Blazers,POR,105,San Antonio Spurs,SAS,118
2023-24,12/27/2023,BRK vs MIL,202312270BRK,Brooklyn Nets,BRK,122,Milwaukee Bucks,MIL,144
2023-24,12/27/2023,DAL vs CLE,202312270DAL,Dallas Mavericks,DAL,110,Cleveland Cavaliers,CLE,113
2023-24,12/27/2023,HOU vs PHO,202312270HOU,Houston Rockets,HOU,113,Phoenix Suns,PHO,129
2023-24,12/27/2023,OKC vs NYK,202312270OKC,Oklahoma City Thunder,OKC,129,New York Knicks,NYK,120
2023-24,12/27/2023,ORL vs PHI,202312270ORL,Orlando Magic,ORL,92,Philadelphia 76ers,PHI,112
2023-24,12/27/2023,WAS vs TOR,202312270WAS,Washington Wizards,WAS,102,Toronto Raptors,TOR,132
2023-24,12/26/2023,CHI vs ATL,202312260CHI,Chicago Bulls,CHI,118,Atlanta Hawks,ATL,113
2023-24,12/26/2023,DET vs BRK,202312260DET,Detroit Pistons,DET,112,Brooklyn Nets,BRK,118
2023-24,12/26/2023,HOU vs IND,202312260HOU,Houston Rockets,HOU,117,Indiana Pacers,IND,123
2023-24,12/26/2023,LAC vs CHO,202312260LAC,Los Angeles Clippers,LAC,113,Charlotte Hornets,CHO,104
2023-24,12/26/2023,NOP vs MEM,202312260NOP,New Orleans Pelicans,NOP,115,Memphis Grizzlies,MEM,116
2023-24,12/26/2023,OKC vs MIN,202312260OKC,Oklahoma City Thunder,OKC,129,Minnesota Timberwolves,MIN,106
2023-24,12/26/2023,POR vs SAC,202312260POR,Portland Trail Blazers,POR,130,Sacramento Kings,SAC,113
2023-24,12/26/2023,SAS vs UTA,202312260SAS,San Antonio Spurs,SAS,118,Utah Jazz,UTA,130
2023-24,12/26/2023,WAS vs ORL,202312260WAS,Washington Wizards,WAS,119,Orlando Magic,ORL,127
2023-24,12/25/2023,DEN vs GSW,202312250DEN,Denver Nuggets,DEN,120,Golden State Warriors,GSW,114
2023-24,12/25/2023,LAL vs BOS,202312250LAL,Los Angeles Lakers,LAL,115,Boston Celtics,BOS,126
2023-24,12/25/2023,MIA vs PHI,202312250MIA,Miami Heat,MIA,119,Philadelphia 76ers,PHI,113
2023-24,12/25/2023,NYK vs MIL,202312250NYK,New York Knicks,NYK,129,Milwaukee Bucks,MIL,122
2023-24,12/25/2023,PHO vs DAL,202312250PHO,Phoenix Suns,PHO,114,Dallas Mavericks,DAL,128
2023-24,12/23/2023,ATL vs MEM,202312230ATL,Atlanta Hawks,ATL,119,Memphis Grizzlies,MEM,125
2023-24,12/23/2023,BRK vs DET,202312230BRK,Brooklyn Nets,BRK,126,Detroit Pistons,DET,115
2023-24,12/23/2023,CHI vs CLE,202312230CHI,Chicago Bulls,CHI,95,Cleveland Cavaliers,CLE,109
2023-24,12/23/2023,CHO vs DEN,202312230CHO,Charlotte Hornets,CHO,95,Denver Nuggets,DEN,102
2023-24,12/23/2023,DAL vs SAS,202312230DAL,Dallas Mavericks,DAL,144,San Antonio Spurs,SAS,119
2023-24,12/23/2023,GSW vs POR,202312230GSW,Golden State Warriors,GSW,126,Portland Trail Blazers,POR,106
2023-24,12/23/2023,IND vs ORL,202312230IND,Indiana Pacers,IND,110,Orlando Magic,ORL,117
2023-24,12/23/2023,LAC vs BOS,202312230LAC,Los Angeles Clippers,LAC,108,Boston Celtics,BOS,145
2023-24,12/23/2023,NOP vs HOU,202312230NOP,New Orleans Pelicans,NOP,104,Houston Rockets,HOU,106
2023-24,12/23/2023,NYK vs MIL,202312230NYK,New York Knicks,NYK,111,Milwaukee Bucks,MIL,130
2023-24,12/23/2023,OKC vs LAL,202312230OKC,Oklahoma City Thunder,OKC,120,Los Angeles Lakers,LAL,129
2023-24,12/23/2023,SAC vs MIN,202312230SAC,Sacramento Kings,SAC,98,Minnesota Timberwolves,MIN,110
2023-24,12/23/2023,TOR vs UTA,202312230TOR,Toronto Raptors,TOR,119,Utah Jazz,UTA,126
2023-24,12/22/2023,BRK vs DEN,202312220BRK,Brooklyn Nets,BRK,117,Denver Nuggets,DEN,122
2023-24,12/22/2023,GSW vs WAS,202312220GSW,Golden State Warriors,GSW,129,Washington Wizards,WAS,118
2023-24,12/22/2023,HOU vs DAL,202312220HOU,Houston Rockets,HOU,122,Dallas Mavericks,DAL,96
2023-24,12/22/2023,MIA vs ATL,202312220MIA,Miami Heat,MIA,122,Atlanta Hawks,ATL,113
2023-24,12/22/2023,PHI vs TOR,202312220PHI,Philadelphia 76ers,PHI,121,Toronto Raptors,TOR,111
2023-24,12/22/2023,SAC vs PHO,202312220SAC,Sacramento Kings,SAC,120,Phoenix Suns,PHO,105
2023-24,12/21/2023,CHI vs SAS,202312210CHI,Chicago Bulls,CHI,114,San Antonio Spurs,SAS,95
2023-24,12/21/2023,CLE vs NOP,202312210CLE,Cleveland Cavaliers,CLE,104,New Orleans Pelicans,NOP,123
2023-24,12/21/2023,DET vs UTA,202312210DET,Detroit Pistons,DET,111,Utah Jazz,UTA,119
2023-24,12/21/2023,MEM vs IND,202312210MEM,Memphis Grizzlies,MEM,116,Indiana Pacers,IND,103
2023-24,12/21/2023,MIL vs ORL,202312210MIL,Milwaukee Bucks,MIL,118,Orlando Magic,ORL,114
2023-24,12/21/2023,MIN vs LAL,202312210MIN,Minnesota Timberwolves,MIN,118,Los Angeles Lakers,LAL,111
2023-24,12/21/2023,OKC vs LAC,202312210OKC,Oklahoma City Thunder,OKC,134,Los Angeles Clippers,LAC,115
2023-24,12/21/2023,POR vs WAS,202312210POR,Portland Trail Blazers,POR,117,Washington Wizards,WAS,118
2023-24,12/20/2023,BRK vs NYK,202312200BRK,Brooklyn Nets,BRK,102,New York Knicks,NYK,121
2023-24,12/20/2023,CHI vs LAL,202312200CHI,Chicago Bulls,CHI,124,Los Angeles Lakers,LAL,108
2023-24,12/20/2023,CLE vs UTA,202312200CLE,Cleveland Cavaliers,CLE,124,Utah Jazz,UTA,116
2023-24,12/20/2023,DAL vs LAC,202312200DAL,Dallas Mavericks,DAL,111,Los Angeles Clippers,LAC,120
2023-24,12/20/2023,HOU vs ATL,202312200HOU,Houston Rockets,HOU,127,Atlanta Hawks,ATL,134
